q_id,q_type,q_query,story,question,answer,choices,reasoning_steps,num_facts,asked_relation,target_relation,model_answer
1,YN,0 1,"There are two blocks, named HHH and LLL. Block LLL overlaps block HHH. Block HHH covers a large red star. A large purple star and a little red hexagon are within this block. A large grey pentagon is inside and touching block HHH. The large purple star is east of the little red hexagon and is to the north of the large red star. South of and east of this shape there is the large grey pentagon. Block LLL contain a large purple hexagon and a little red star. Another large purple hexagon is west of large purple hexagon number one. Large purple hexagon number two is covered by block LLL. A medium star is in block LLL. To the east of the little red star is this shape.",Does block HHH overlap all blocks?,No,Yes No,1,1,po,po,No
6,FR,0x3 0x0,There exists one block named AAA. A small black square and a big blue square are in block AAA. A big black square is inside and touching block AAA. Block AAA covers a big yellow square. The blue object is above the big black square. Under and close to the small object is this object. Below this object is the big yellow square. The big black square is in front of this thing.,Where is the small shape relative to the blue object?,ABOVE NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,below
0,YN,0x4 0x1,"We have two blocks, called HHH and LLL. Block LLL touches block HHH. A little purple hexagon and two little red stars are within block HHH. Near to the little purple hexagon is a medium red hexagon. The medium thing is covered by block HHH. A large grey pentagon is inside and touching block HHH. This shape is south of and little red star number two is to the west of little red star number one.",Is the little purple hexagon far from any medium red hexagon?,No,Yes No,1,1,far,near,No
3,YN,0x4 0x0,Two large red stars and a medium red pentagon are covered by a block named HHH. A medium grey pentagon and a large purple hexagon are within block HHH. The medium red pentagon are below large red star number one and the large purple hexagon.Over and to the right of the grey thing there is this shape. Large red star number two is under the grey thing. The purple object is to the right-hand side of the grey thing and is to the left of large red star number one. The grey object is near to this thing.,Is a large purple hexagon close to the medium grey pentagon?,Yes,Yes No,1,1,near,near,Yes
2,YN,1 0,"A block called AAA contains a big blue circle. A small blue square is within this block. Block AAA overlaps another block called BBB. Another block called CCC with a medium black triangle is above, disconnected from and to the right-hand side of this block. This block covers a small yellow circle.",Does a block overlap a block?,Yes,Yes No,1,1,po,po,Yes
2,YN,2x1 2x0,"Three blocks, called AAA, BBB and CCC exist in the image. Within block CCC there is block AAA with a medium yellow square. Another medium yellow square is inside and touching and another medium yellow square is in block AAA. Medium yellow square number one touches medium yellow square number three. Block CCC contains a medium yellow square. Another medium yellow square is inside and a medium black object is inside and touching this block. To the south of medium yellow square number two there is medium yellow square number one. To the south of and touches this thing is the black thing.",Do all objects touch the black thing?,No,Yes No,1,1,ec,ec,No
5,FR,2x1 2x0,"Three blocks, called HHH, LLL and KKK exist in the image. Block HHH has and block LLL covers block KKK. Block HHH contain a medium purple hexagon and a medium red hexagon. The medium purple hexagon touches the medium red hexagon. Block LLL covers a medium purple hexagon. Block KKK contains a medium purple hexagon and covers a medium red hexagon. The medium red hexagon touches the medium purple hexagon.",Where is the medium purple hexagon in KKK relative to the medium red hexagon covered by KKK?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,tpp
2,YN,2x0 2x2,"We have three boxes, named DDD, EEE and JJJ. Behind, south of and disconnected from box DDD there is box EEE with a midsize white rectangle. A midsize green rectangle is inside this box. Box JJJ with a midsize white rectangle contains box EEE. A midsize green rectangle is within and a midsize orange rectangle is inside and touching this box. The midsize orange rectangle is to the south of and the midsize white rectangle is to the north of the midsize green rectangle.",Are all orange objects to the south of a midsize white rectangle?,Yes,Yes No,2,2,below,below,No
1,YN,1x3 1x1,A medium yellow apple is within a box named one. Box one contains a medium green apple. The medium green apple is over the medium yellow apple. In box one is another box named two with two medium green apples and a medium orange apple. Another medium green apple is inside and touching this box. Medium green apple number one is above the medium orange apple. Over medium green apple number two there is the medium orange apple. Medium green apple number two is above medium green apple number three and is under medium green apple number one. Below the medium orange apple there is medium green apple number three.,Are all medium green apples above medium green apple number two?,No,Yes No,1,1,above,above,No
6,FR,1x1 1x2,A little red pentagon is within a block called HHH. This shape is to the right of a little grey star. Block HHH has the little grey star. This block covers a little purple star which is to the left of the little grey star. Block HHH has a little red hexagon. Above the shape which was on the left side of the little grey star is the little red hexagon. Inside and touching another block called LLL is block HHH. A medium grey pentagon and a little grey pentagon are in block LLL. A medium purple hexagon is inside and touching block LLL. On the left side of the little grey pentagon is the medium grey pentagon. To the right-hand side of the little grey pentagon there is the medium purple hexagon. Block LLL covers a large red pentagon which is below the medium grey pentagon. Under the medium purple hexagon there is the little grey pentagon.,What is the position of the medium grey pentagon regarding the medium purple hexagon?,LEFT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,left,left,left
3,FR,0x5 1,"Three blocks, named AAA, BBB and CCC exist in the image. Block AAA have a medium black triangle and a big yellow circle. This block covers a medium yellow circle which is to the south of the big yellow circle. Behind another big yellow circle there is a small blue square. The small blue square is inside block AAA. Big yellow circle number two is inside block AAA. The small blue square is north of the medium black triangle. Away from and in front of block BBB is block AAA. Block BBB has block CCC. A small blue triangle is in block CCC.",Where is the medium black triangle relative to block BBB?,FRONT FAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,front,front,front
1,YN,2x0 0x2,"There are three blocks, called AAA, BBB and CCC. Block AAA is in block BBB. Block CCC is south of, disconnected from and in front of block BBB. A medium black shape is in block AAA. Block AAA contains a medium yellow square. Block CCC contains a medium yellow square. A medium blue square is covered by this block.",Is a medium blue square in front of all medium yellow squares?,No,Yes No,4,4,front,front,No
7,FR,0x1 0x3,"A box named DDD contains a midsize orange rectangle. A midsize green rectangle and another midsize orange rectangle are in this box. Below midsize orange rectangle number one there is midsize orange rectangle number two. Under the midsize green rectangle is midsize orange rectangle number one. Box DDD is disconnected from, away from and in front of another box named EEE. Over this box is box EEE. This box covers a midsize orange rectangle. A midsize white rectangle is within this box. Inside and touching box DDD there is another box named JJJ. This box covers a midsize white rectangle.",What is the position of midsize orange rectangle number two relative to the midsize green rectangle?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,below,below,below
2,YN,1 0x1,"We have two blocks, called AAA and BBB. Behind, south of and away from block AAA there is block BBB. A small yellow triangle is inside and touching block AAA. Block AAA cover a medium blue circle and a medium blue square. This block has a medium black square. Block BBB has a small blue triangle. A medium blue circle is within this block.",Is any block away from all shapes?,No,Yes No,1,2,far,far,No
3,YN,1x3 1,"There are two boxes, called one and two. Box one contain a medium yellow apple and a medium orange apple. Another medium orange apple is inside this box. The medium yellow apple touches this thing. To the south of this thing there is medium orange apple number one. In box two there is box one. Box two have two medium green apples. A medium yellow apple is in this box. This box covers another medium yellow apple. Medium green apple number two is to the south of medium yellow apple number one and touches medium yellow apple number two. Medium green apple number one touches medium yellow apple number one. Medium yellow apple number two is south of medium green apple number two.",Is a medium green apple inside box two?,Yes,Yes No,1,1,ntpp,ntpp,Yes
7,FR,0x1 0,One box called one exists. This box have a medium green fruit and a medium yellow apple. A medium orange fruit is inside and touching this box. This fruit is under the yellow thing. Over and touches the yellow thing is the green fruit. The yellow fruit touches the orange fruit.,Where is the yellow fruit regarding box?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntpp,ntpp,inside
4,FR,0x0 0x3,There is one block named HHH. This block have a medium purple hexagon and a medium grey hexagon. The medium purple hexagon is over a medium red hexagon. Block HHH covers the red thing. Another medium purple hexagon is in this block. The grey shape and medium purple hexagon number two are over the shape which was over the medium red hexagon.The red shape touches medium purple hexagon number one. Over and touches the medium grey hexagon there is medium purple hexagon number two.,Where is the medium red hexagon regarding medium purple hexagon number two?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,5,3,right,below,below
4,FR,0x1 0x0,A medium blue square and a medium black square are inside a block named AAA. Another medium black square is covered by block AAA. Medium black square number one is above this shape. Medium black square number two is under and this object touches the blue shape. The blue shape is below the object which was over medium black square number two.,Where is the medium blue square relative to medium black square number two?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,above,above,"below, po"
1,YN,0x2 1x1,"Two blocks, named AAA and BBB exist. Block BBB is disconnected from block AAA. South of this block there is block AAA with a medium yellow square and a medium blue square. A medium black square is inside and touching and another medium yellow square is in block AAA. The blue shape and medium yellow square number one are to the north of medium yellow square number two. To the south of the blue object there is medium yellow square number one. A medium black square is within and another medium black square is covered by block BBB. Block BBB has another medium black square. North of medium black square number two there is medium black square number one. North of this shape there is medium black square number three.",Are all yellow objects disconnected from medium black square number one?,Yes,Yes No,5,3,dc,dc,No
3,YN,0x3 0,"Two boxes, named one and two exist. Inside box two there is box one with two medium orange apples and a medium green apple. This box covers another medium orange apple. The medium green apple are north of medium orange apple number two and medium orange apple number three.To the south of medium orange apple number one is this fruit. Medium orange apple number three is to the south of and medium orange apple number one is to the north of medium orange apple number two. A medium green apple is covered by box two. Box two contains a medium yellow apple which is to the north of this thing. Box two has a medium orange apple which is to the north of this fruit.",Is medium orange apple number one in all boxes?,Yes,Yes No,1,1,ntpp,ntpp,No
5,FR,0x3 2x0,"Three blocks, named HHH, LLL and KKK exist. Disconnected from and east of block KKK is block HHH with a large grey pentagon. Block KKK contains block LLL. A large red pentagon is covered by block HHH. Block HHH covers a medium grey pentagon. Block LLL contains a large red star. Block KKK covers a large red pentagon.",What is the position of the large red pentagon covered by HHH relative to the large red pentagon covered by KKK?,RIGHT DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,3,right,right,above
7,FR,0x4 0x2,"A block named HHH contain a medium purple pentagon, a medium red hexagon and a large purple star. A little purple object is within and a medium red pentagon is inside and touching this block. The medium purple pentagon and the star are under the little thing. The hexagon is to the right of the large purple star. This shape is under and on the left side of the medium purple pentagon. Above the medium red pentagon there is the medium purple pentagon. Below the star is the medium red pentagon. This thing is below and the star is near to the hexagon.",Where is the hexagon relative to the large purple star?,RIGHT NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,"right, near"
6,FR,2x1 2x0,"Three boxes, called one, two and three exist in the image. In box two is box three. A medium green apple is inside and touching box one. A small orange melon is within box two. Box two has a medium yellow watermelon which is on the left side of this thing. A big green watermelon and a small orange melon are inside box three. On the right side of a medium orange melon there is the big green watermelon. Box three has the medium orange melon. This box has another small orange melon. On the right side of small orange melon number two there is the medium orange melon. Small orange melon number one is below the big green watermelon.",Where is the medium orange melon regarding the big green watermelon?,LEFT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,left,left,right
0,YN,1x0 0x0,"A midsize white thing is inside and touching a box named DDD. Box DDD is to the north of, disconnected from and in front of another box named EEE. Far from this box is box EEE. This box covers a midsize orange rectangle.",Are all shapes farther from all midsize objects?,No,Yes No,4,3,far,far,No
5,FR,1x0 1x2,"Two blocks, called HHH and LLL exist. Block HHH contains a large purple hexagon. A little pentagon is covered by this block. To the south of the large purple hexagon there is this object. Block LLL cover a large purple pentagon and a large purple star. A large grey pentagon is within and a large grey hexagon is covered by this block. The star is to the west of the large grey hexagon. The large grey pentagon is north of the large purple pentagon. To the south of and west of the large purple pentagon there is the star. The large purple pentagon is to the north of the large grey hexagon.",What is the position of the large grey hexagon regarding the large grey pentagon?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,below,below,below
4,FR,1 0x0,A box called DDD contain a midsize green rectangle and a midsize white rectangle. This box covers another midsize green rectangle. Midsize green rectangle number one is above midsize green rectangle number two. Under and touches the midsize white rectangle there is this thing. Inside and touching another box called EEE is box DDD. A midsize green rectangle touches a midsize white rectangle. The midsize green rectangle is inside box EEE. Box EEE covers the midsize white rectangle.,What is the position of EEE relative to midsize green rectangle number two?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,ntppi,ntppi,above
5,FR,1x1 0x5,"Two blocks, named HHH and LLL exist. South of block LLL there is block HHH with a large purple pentagon, a little purple pentagon and a medium purple hexagon. Disconnected from this block there is block LLL. Block HHH covers a little grey pentagon. West of a medium grey hexagon is the little purple pentagon. The medium grey hexagon is covered by block HHH. A large grey hexagon is inside and touching and a large grey star is in block HHH. The medium purple hexagon is south of the little grey pentagon. The large grey star is west of this thing. Block LLL contain a little grey pentagon and a medium grey hexagon.",What is the position of the little grey pentagon in LLL regarding the large purple pentagon?,ABOVE DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,3,dc,dc,near
4,FR,0 0x1,"There are two boxes, called one and two. A small orange apple and a small watermelon are in box one. A medium melon is covered by box one. Box one has a small green apple. The orange fruit is near to the small green apple and is to the east of the small watermelon. This thing is west of the medium melon. The watermelon are to the north of the small green apple and the medium thing. West of the medium fruit is the small green apple. In box two there is box one. A big yellow melon is covered by box two.",What is the position of box one relative to the medium melon?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,The correct answer is: below
2,YN,1 1x0,"Two blocks, named AAA and BBB exist. Above and behind block AAA there is block BBB. Disconnected from this block there is block AAA with a medium yellow square. Another medium yellow square is inside and touching block AAA. Block BBB has a medium blue square. A medium yellow square is inside and another medium blue square is covered by this block.",Do all blocks cover a blue thing?,No,Yes No,1,1,tppi,tppi,No
3,YN,0x0 1x2,"Two blocks, named AAA and BBB exist. Above and behind block AAA there is block BBB. Disconnected from this block there is block AAA with a medium yellow square. Another medium yellow square is inside and touching block AAA. Block BBB has a medium blue square. A medium yellow square is inside and another medium blue square is covered by this block.",Are all yellow squares in front of any thing?,No,Yes No,4,3,front,front,No
2,YN,1x3 1x0,"There exist two boxes, called one and two. Box one covers a small green watermelon and contains a small orange melon. Over the green fruit there is the small orange melon. Box two cover a medium orange watermelon and a big yellow melon. This box contains another medium orange watermelon which is close to the big yellow melon and is on the left side of medium orange watermelon number one. Another medium orange watermelon is in box two. This fruit is to the left of medium orange watermelon number one and is close to medium orange watermelon number two. Medium orange watermelon number one is under medium orange watermelon number two. The yellow thing is to the right of medium orange watermelon number three.",Is any thing near to medium orange watermelon number two?,Yes,Yes No,1,1,near,near,Yes
1,YN,0 0x0,A medium black shape is inside and touching and a medium yellow square is inside a block named AAA. The black shape touches the yellow shape.,Do all blocks cover a shape?,Yes,Yes No,1,1,tppi,tppi,No
1,FR,0 1,"There are two blocks, named HHH and LLL. A medium grey hexagon is covered by block HHH. Block LLL overlaps block HHH. A medium red hexagon is inside and touching this block.",What is the position of HHH regarding block LLL?,PO,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,po,po,po
0,YN,0x3 0x2,A box called DDD have an orange rectangle and a midsize orange oval. A tiny dimond is within and a tiny white oval is inside and touching this box. Box DDD covers a large white oval. The tiny white oval is above the dimond. The large white oval and the rectangle are below the dimond.To the left-hand side of the midsize orange oval is the large white oval. Over the tiny dimond there is the midsize orange oval. The rectangle and the midsize orange oval are to the left-hand side of the tiny white oval.On the right side of the thing that was to the left-hand side of the midsize orange oval is the orange rectangle.,Is any tiny white oval to the right-hand side of the large thing?,Yes,Yes No,3,2,right,right,No
5,FR,1x1 0,A block called HHH covers a medium purple hexagon. This block has another block called LLL. Block LLL covers a medium purple hexagon. Another medium purple hexagon is in this block. To the south of medium purple hexagon number two there is medium purple hexagon number one.,Where is medium purple hexagon number two regarding HHH?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,ntpp,ntpp,above
1,YN,0x0 0x1,"We have three boxes, called one, two and three. Box two overlaps and box one covers box three. Box one has a medium yellow apple. Another medium yellow apple is covered by and a medium orange apple is within this box. The medium orange apple is under medium yellow apple number one and touches medium yellow apple number two. Under this fruit there is medium yellow apple number two. A medium green apple is within and another medium green apple is inside and touching box three. Medium green apple number one touches medium green apple number two.",Do all yellow things touch a medium orange apple?,No,Yes No,1,1,ec,ec,No
3,YN,0x4 0x0,A box called DDD have an orange rectangle and a midsize orange oval. A tiny dimond is within and a tiny white oval is inside and touching this box. Box DDD covers a large white oval. The tiny white oval is above the dimond. The large white oval and the rectangle are below the dimond.To the left-hand side of the midsize orange oval is the large white oval. Over the tiny dimond there is the midsize orange oval. The rectangle and the midsize orange oval are to the left-hand side of the tiny white oval.On the right side of the thing that was to the left-hand side of the midsize orange oval is the orange rectangle.,Is the tiny dimond above any orange object?,Yes,Yes No,1,1,above,above,No
2,YN,0x2 0x1,A box called DDD have an orange rectangle and a midsize orange oval. A tiny dimond is within and a tiny white oval is inside and touching this box. Box DDD covers a large white oval. The tiny white oval is above the dimond. The large white oval and the rectangle are below the dimond.To the left-hand side of the midsize orange oval is the large white oval. Over the tiny dimond there is the midsize orange oval. The rectangle and the midsize orange oval are to the left-hand side of the tiny white oval.On the right side of the thing that was to the left-hand side of the midsize orange oval is the orange rectangle.,Is the large object below any midsize orange oval?,Yes,Yes No,2,2,below,below,No
1,FR,0x4 0x3,"A block called AAA have a medium blue triangle, a small circle and a medium blue square. A big yellow circle is west of and the small object is south of the medium blue triangle. The big yellow circle is inside and touching block AAA. Close to the medium blue square there is the triangle. A big yellow square is covered by block AAA. This object is north of the object which was west of the triangle.",What is the position of the triangle relative to the big yellow circle?,RIGHT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,right,right,"east, above"
5,FR,2 1,"There are three boxes, named DDD, EEE and JJJ. Box DDD covers a midsize green oval and contains a midsize orange rectangle. Below the midsize orange rectangle there is the midsize green oval. Within box DDD is box EEE. A midsize white rectangle is within this box. Over and to the left-hand side of box JJJ is box DDD. Box JJJ with a tiny oval is disconnected from and far from this box. This box covers a large white oval.",What is the position of JJJ regarding EEE?,RIGHT BELOW FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,far,far,"above, left, far"
3,YN,0x2 0x0,A block called AAA contains a small blue triangle and covers a big circle. A black triangle and a medium yellow square are covered by this block. The big circle is in front of the small blue triangle. Above and in front of the small blue triangle is the yellow object. A small blue square is inside block AAA. The small blue triangle are above the big shape and the black object.In front of the circle there is the small blue square. Behind the medium shape there is the black triangle.,Are all small things behind all things?,No,Yes No,3,2,behind,behind,No
2,YN,0x2 1x3,A medium blue square is in and a medium black square is covered by a block called AAA. Block AAA has another medium blue square. Above medium blue square number one is medium blue square number two. Medium blue square number one touches the medium black square. Behind and disconnected from block AAA there is another block named BBB. Block AAA is below this block. A medium yellow square touches another medium yellow square. Medium yellow square number one is inside and touching block BBB. Medium yellow square number two is in block BBB. Two medium black squares are in block BBB. Medium black square number one touches medium black square number two.,Is medium blue square number two under medium black square number one?,Yes,Yes No,4,3,below,below,No
1,YN,0x3 0x0,"There exists one block called AAA. This block have a big blue square, a small yellow square, a small blue triangle and a big yellow triangle. A small blue circle is in this block. To the west of the small yellow square there is the big blue square. The small blue circle is east of the small yellow square and is close to the small blue triangle. The small blue triangle is east of and the small yellow square is south of this shape. To the north of the big yellow triangle there is the thing which was south of the circle. To the south of the small blue triangle is the big yellow triangle.",Is the small yellow square to the west of all small blue triangles?,Yes,Yes No,3,2,left,left,No
3,YN,1x0 1,"Two blocks, called HHH and LLL exist in the image. A medium red hexagon, a medium purple hexagon and a medium grey hexagon are inside block HHH. To the north of another medium purple hexagon is the medium purple hexagon. Medium purple hexagon number two is inside and touching block HHH. The red shape is to the north of and this thing touches medium purple hexagon number one. South of the medium grey hexagon there is the shape which was to the north of medium purple hexagon number one. Medium purple hexagon number two is to the south of this shape. Block LLL covers a medium grey hexagon which touches another medium grey hexagon. Block LLL contains medium grey hexagon number two.",Is medium grey hexagon number one inside and touching any block?,Yes,Yes No,1,1,tpp,tpp,Yes
4,FR,0x0 1,"Two boxes, named DDD and EEE exist. Box DDD covers a midsize white rectangle. North of another midsize white rectangle is a midsize green rectangle. The midsize green rectangle is in box DDD. Midsize white rectangle number two is in box DDD. This object touches the green thing. North of and touches midsize white rectangle number one is this thing. Box EEE covers box DDD. This box covers a midsize orange rectangle.",What is the position of midsize white rectangle number one relative to EEE?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,ntpp,ntpp,inside
4,FR,0 1,"We have two blocks, called HHH and LLL. Block HHH has a medium grey hexagon and covers a medium purple thing. To the south of the grey shape there is the medium purple thing. The grey shape touches this object. Block LLL overlaps block HHH. To the south of another medium red hexagon is a medium red hexagon. Medium red hexagon number one is covered by block LLL. Medium red hexagon number two is inside block LLL.",Where is HHH relative to LLL?,PO,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,po,po,po
0,YN,2x1 0,A medium green apple is inside a box called one. Box one have two medium orange apples. The medium green apple is over medium orange apple number two. There is a box called two. Box two covers a medium orange apple. Box one contains another box named three with a medium orange apple. Far from box two there is box three. Disconnected from and to the right-hand side of this box is box two. The medium orange apple touches a yellow apple. The yellow thing is inside and touching box three.,Is an apple in any box?,Yes,Yes No,3,2,ntpp,ntpp,Yes
2,YN,1x3 1x2,A block named HHH covers a medium purple hexagon. Inside and touching this block there is another block called LLL with two medium grey hexagons. A medium red hexagon is south of and another medium grey hexagon touches medium grey hexagon number two. The red thing is covered by block LLL. Medium grey hexagon number three is in block LLL. Medium grey hexagon number two are south of medium grey hexagon number three and medium grey hexagon number one. To the south of medium grey hexagon number one is the thing that touches medium grey hexagon number two.,Are all medium grey hexagons to the north of medium grey hexagon number three?,No,Yes No,1,1,above,above,No
1,YN,0x0 0x3,"There are two boxes, named one and two. Box two covers box one. Box one contain two medium yellow apples and a medium orange apple. This box covers another medium orange apple. To the south of medium orange apple number one is medium orange apple number two. Medium yellow apple number two is north of medium orange apple number one. North of this thing is medium yellow apple number one. To the south of this fruit there is medium orange apple number one.",Is medium orange apple number two south of medium yellow apple number one?,Yes,Yes No,1,2,below,below,Yes
0,YN,0x2 1x4,"There are two blocks, called AAA and BBB. Disconnected from, away from and in front of block AAA there is block BBB. Block AAA has a medium blue circle and covers a small yellow circle. A medium yellow triangle is inside and touching this block. A big yellow circle and a small blue circle are inside block BBB. Block BBB has a small blue square.",Are all medium blue circles away from all things?,No,Yes No,5,3,far,far,No
0,YN,1x1 0,"Two blocks, named AAA and BBB exist. Block BBB is disconnected from block AAA. South of this block there is block AAA with a medium yellow square and a medium blue square. A medium black square is inside and touching and another medium yellow square is in block AAA. The blue shape and medium yellow square number one are to the north of medium yellow square number two. To the south of the blue object there is medium yellow square number one. A medium black square is within and another medium black square is covered by block BBB. Block BBB has another medium black square. North of medium black square number two there is medium black square number one. North of this shape there is medium black square number three.",Are all medium black squares disconnected from a block?,No,Yes No,1,2,dc,dc,No
2,YN,0x1 1,"Two blocks, called AAA and BBB exist. A medium yellow square is inside block AAA. Over another medium yellow square there is this shape. Block AAA covers medium yellow square number two. Block BBB with a medium black square is under this block. In front of this block is block AAA. Two medium blue squares are in block BBB. Another medium black square is inside and touching block BBB. Medium black square number one is above medium blue square number one and is below medium blue square number two. Above medium black square number two is medium blue square number two.",Is medium yellow square number one in front of a block?,Yes,Yes No,1,2,front,front,Yes
3,YN,0 0x0,"A small green melon, a big yellow apple and an orange melon are within a box named one. On the right side of the green thing there is the big thing. To the right of this thing is the orange fruit.",Does box have all things?,Yes,Yes No,1,1,ntppi,ntppi,Yes
0,YN,0x0 2,A block named HHH covers a medium red hexagon. A block called LLL exists in the image. Block LLL contains a medium red hexagon and covers a grey hexagon. The grey hexagon touches the medium red hexagon. Another medium red hexagon is within block LLL. Medium red hexagon number one touches medium red hexagon number two. Another block named KKK is east of block HHH and has block LLL. South of this block is block HHH. Block KKK covers a medium red hexagon.,Are all medium red hexagons to the west of all blocks?,No,Yes No,3,2,left,left,No
4,FR,0x1 1,"A medium blue square is in and a medium yellow square is covered by a block named AAA. The medium yellow square is to the south of the medium blue square. South of, disconnected from and in front of another block called BBB there is block AAA. A medium yellow square is inside block BBB. Inside another block called CCC is block BBB. A medium yellow square is inside and touching and another medium yellow square is in block CCC. To the south of medium yellow square number two is medium yellow square number one.",Where is the medium blue square regarding block BBB?,BELOW FRONT DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,dc,dc,above
7,FR,1x1 1x2,"Two blocks, named AAA and BBB exist in the image. A small blue circle is inside block AAA. North of and in front of block BBB there is block AAA. Block BBB with a big yellow square is disconnected from this block. The yellow thing is behind a big blue triangle. The big blue triangle is inside and touching block BBB. Block BBB covers a big blue circle. A small blue triangle is in this block. The big blue triangle and the small blue triangle are in front of the big blue circle. Near to the big blue triangle is the small blue triangle.",Where is the big blue triangle relative to the big yellow square?,FRONT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,front,front,behind
0,YN,0 2x4,A box named one has a medium orange watermelon. There is a box named two. To the east of a medium green apple is a big orange melon. The melon is inside and touching box two. Box two contains the medium green apple. Another box called three is south of and disconnected from box one. Box two contains this box. A small orange fruit and a medium yellow apple are inside box three. Box three covers another medium yellow apple which is north of and to the east of a big green watermelon. The big green watermelon is covered by box three. To the east of the small fruit is this fruit. North of medium yellow apple number one is the small fruit.,Are all boxes disconnected from the small orange fruit?,No,Yes No,3,2,dc,dc,No
3,YN,0x1 0x2,"Two blocks, named HHH and LLL exist. Under, near to and to the right of block LLL is block HHH with a medium grey hexagon. This block covers another medium grey hexagon. A medium red hexagon is within this block. Over medium grey hexagon number two is this shape. Medium grey hexagon number one is over and medium grey hexagon number two touches this object. Block LLL covers a medium red hexagon. The medium red hexagon touches another medium red hexagon. Medium red hexagon number two is inside block LLL.",Are all medium red hexagons below all grey hexagons?,No,Yes No,1,1,below,below,No
5,FR,1 0,"There exist two blocks, called HHH and LLL. A medium purple hexagon is covered by block HHH. Block HHH has a medium red hexagon. The medium purple hexagon touches the medium red hexagon. Block HHH overlaps block LLL. A medium red hexagon is inside and a medium purple hexagon is covered by block LLL. The medium purple hexagon touches the medium red hexagon.",Where is LLL regarding HHH?,PO,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,po,po
2,YN,0x0 0x2,"There exist three boxes, called DDD, EEE and JJJ. Box DDD covers a midsize green rectangle and has a large orange rectangle. A midsize orange rectangle is inside this box. This object is above and the large orange rectangle is behind the midsize green rectangle. Behind the large orange rectangle there is the thing that was above the midsize green rectangle. Over, behind and away from box DDD there is box EEE. This box covers a tiny green rectangle. Within box DDD there is box JJJ with a tiny green rectangle and a midsize dimond. This box covers a large white oval which is in front of the dimond.",Is any large orange rectangle in front of a shape?,Yes,Yes No,1,1,front,front,No
4,FR,0x0 0x2,A midsize white rectangle is in a box named DDD. Box DDD has another midsize white rectangle and covers a green rectangle. The green object is below midsize white rectangle number one. Over and touches midsize white rectangle number one is midsize white rectangle number two.,Where is the green rectangle relative to midsize white rectangle number two?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,below,below,below
5,FR,0 1,"There exist two boxes, called DDD and EEE. Box EEE covers box DDD. Box DDD covers a white oval. A white rectangle is covered by this box. Above and to the right of this thing there is the oval. Box EEE has a midsize green dimond.",What is the position of box DDD regarding EEE?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tpp,tpp,ntpp
2,YN,0x2 0x3,"There exist two blocks, named AAA and BBB. Behind and disconnected from block AAA is block BBB. Over this block there is block AAA with a small blue triangle. A medium blue triangle is inside and a big blue square is inside and touching block AAA. The big blue square is near to the medium blue triangle. A big yellow triangle is in block BBB. Block BBB has a medium yellow square.",Is the medium blue triangle away from the big blue square?,No,Yes No,1,1,far,near,No
3,YN,1 0,"Two blocks, named AAA and BBB exist. Block AAA has a medium black square. A medium blue square is inside and touching this block. Behind and disconnected from block AAA is block BBB with a medium yellow thing and a medium blue square. Block AAA is farther from this block. To the north of medium blue square number one there is another medium blue square. Medium blue square number two is within block BBB. Block BBB covers another medium blue square. Medium blue square number one are north of the medium yellow thing and medium blue square number three. The yellow shape is to the north of medium blue square number three and is south of medium blue square number two.",Is block BBB farther from AAA?,Yes,Yes No,1,1,far,far,No
