q_id,q_type,q_query,story,question,answer,choices,reasoning_steps,num_facts,asked_relation,target_relation,model_answer
2,YN,0 0x0,A midsize green rectangle is within and a midsize white object is covered by a box named DDD. The white thing touches the green object.,Does box cover a midsize white object?,Yes,Yes No,1,1,tppi,tppi,Yes
2,YN,1 0x1,"Two blocks, called HHH and LLL exist. Under, disconnected from and to the right-hand side of block HHH there is block LLL. Block HHH covers a grey hexagon and contains a medium purple hexagon. The grey object touches the medium purple hexagon. Block LLL covers a medium purple hexagon. The medium purple hexagon touches another medium purple hexagon. Medium purple hexagon number two is in block LLL. Another medium purple hexagon is in block LLL. This shape is over medium purple hexagon number two.",Is LLL disconnected from all medium hexagons?,No,Yes No,1,2,dc,dc,No
5,FR,0x2 0x0,"A medium triangle, a big black square and a big circle are in a block called AAA. The big black square is behind the big circle and is in front of the medium triangle. In front of and touches a small black triangle there is this thing. Block AAA has the small black triangle. This block has a small blue square. Behind the medium triangle there is the small black triangle. Behind the big circle is the medium object. The small blue square is in front of the object which was in front of the medium thing. Under the big circle is this shape.",What is the position of the medium object regarding the small blue square?,BEHIND,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,front,behind,behind
4,FR,0x0 1x0,"There are two blocks, named HHH and LLL. Block HHH contains a large star. A medium red hexagon is to the left-hand side of the star. The medium red hexagon is in block HHH. Over, disconnected from and to the right-hand side of block LLL there is block HHH. Block LLL contains a little purple pentagon. A little grey object is inside this block.",Where is the hexagon regarding the little purple pentagon?,RIGHT ABOVE DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,3,right,right,right
2,YN,2 2x3,"There exist three blocks, named AAA, BBB and CCC. A medium yellow square is inside and touching and a medium black square is within block AAA. The medium yellow square is south of the medium black square. North of and far from block AAA is block BBB. Block AAA is disconnected from and in front of this block. A medium black square is covered by block BBB. South of and in front of block BBB is block CCC. This block covers a medium blue square. Another medium blue square is within this block.",Does a block contain any medium blue square?,Yes,Yes No,1,1,ntppi,ntppi,Yes
4,FR,0x1 1x0,"There are two boxes, called DDD and EEE. A midsize orange rectangle is inside and touching box DDD. Box DDD contain another midsize orange rectangle and a midsize white rectangle. Midsize orange rectangle number one is south of midsize orange rectangle number two. Midsize orange rectangle number two is to the south of the midsize white rectangle. Disconnected from and far from box EEE there is box DDD. A midsize green rectangle and a midsize orange rectangle are in box EEE. Box EEE covers a midsize white rectangle. South of the midsize orange rectangle is the midsize white rectangle. The green object touches this shape.",What is the position of midsize orange rectangle number two regarding the midsize white rectangle covered by box EEE?,FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,3,far,far,above
1,YN,0x0 1,"There exist two boxes, named DDD and EEE. Behind and disconnected from box EEE there is box DDD. To the north of and farther from this box there is box EEE. Box DDD covers a midsize white rectangle. A midsize green rectangle is in and a midsize white rectangle is covered by box EEE. The midsize white rectangle is south of the midsize green rectangle.",Is any midsize white rectangle behind any box?,Yes,Yes No,2,2,behind,behind,Yes
6,FR,0x2 0,There is one block named AAA. A medium yellow square is covered by block AAA. Block AAA contain a blue square and another medium yellow square. Below the blue object there is medium yellow square number one. The blue square touches this thing. Below and touches medium yellow square number two there is this shape.,What is the position of medium yellow square number two regarding block AAA?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntpp,ntpp,po
2,YN,0x0 1x3,"A block called AAA has a medium black square. A medium blue square is covered by this block. Another block named BBB is above, behind and disconnected from block AAA. Two medium black squares and a yellow square are inside this block. A medium blue square is inside and touching block BBB.",Are all squares below a medium square?,No,Yes No,4,3,below,below,No
1,YN,0x0 0x1,"We have two boxes, named one and two. Inside box two there is box one with a medium yellow apple. This box covers another medium yellow apple. Another medium yellow apple is in this box. To the north of medium yellow apple number two is this thing. To the north of medium yellow apple number two is medium yellow apple number one. A medium yellow apple is covered by and another medium yellow apple is inside box two. Medium yellow apple number one touches and medium yellow apple number two is to the north of a medium green fruit. Box two contains the medium green fruit. South of medium yellow apple number two there is the thing that touches the green fruit.",Are all things to the north of medium yellow apple number three?,No,Yes No,1,1,above,below,No
6,FR,1x0 0,"A midsize white thing is inside and touching a box named DDD. Box DDD is to the north of, disconnected from and in front of another box named EEE. Far from this box is box EEE. This box covers a midsize orange rectangle.",Where is the orange shape regarding box DDD?,BELOW BEHIND FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,ec,behind,"far, behind"
3,YN,0 0x1,A medium blue triangle and two big blue triangles are inside and touching a block named AAA. Big blue triangle number two are below the medium blue triangle and a yellow square.Above and in front of big blue triangle number one is this shape. Behind the medium blue triangle is the yellow shape. Big blue triangle number one is under this thing. The yellow square is inside block AAA.,Do all blocks cover a medium shape?,Yes,Yes No,1,1,tppi,tppi,No
1,YN,1x1 0,"A medium orange apple is inside and touching a box named one. We have a box named two. Box two covers a medium orange apple. Another medium orange apple is within this box. Another box named three with a medium green apple and a medium yellow fruit is north of, disconnected from and to the east of this box. Covered by this box is box one.",Is medium orange apple number two west of all boxes?,No,Yes No,4,3,left,left,No
0,YN,0x1 1x1,"Two blocks, named HHH and LLL exist in the image. On the left side of block HHH is block LLL. Over this block there is block HHH. A large red hexagon is covered by and a large purple star is in block HHH. A medium purple star is covered by and a medium purple pentagon is within block LLL. The medium purple star are below another medium purple star and the medium purple pentagon. Block LLL have a little purple pentagon, medium purple star number two and a little grey hexagon. To the right-hand side of the little purple pentagon is the little grey hexagon.",Are all large red hexagons to the right of the little purple pentagon?,Yes,Yes No,3,3,right,right,No
3,YN,0 0x0,"One block called AAA exists in the image. This block has a big yellow triangle. Under a medium triangle there is the big yellow triangle. The medium triangle is within block AAA. A big black object is under, in front of and near to the big yellow triangle.Behind and close to the big yellow triangle there is the medium triangle. The black shape is inside and touching block AAA.",Do all blocks cover all big black objects?,Yes,Yes No,1,1,tppi,tppi,No
1,YN,0 0x3,We have one box called DDD. A midsize white rectangle and a midsize green rectangle are within box DDD. Box DDD covers another midsize white rectangle and has another midsize white rectangle. Midsize white rectangle number two touches midsize white rectangle number three. Under the midsize green rectangle is midsize white rectangle number three. Below and touches midsize white rectangle number one there is the green thing. Midsize white rectangle number two is below this thing.,Does any box contain midsize white rectangle number one?,Yes,Yes No,1,1,ntppi,ntppi,Yes
1,YN,2x0 1x2,"Three boxes, named one, two and three exist. Box one is inside box two. Over box three is box two. Disconnected from, far from and on the right side of this box there is box three. Box two covers a medium green apple and has a medium orange apple. The medium green apple touches the medium orange apple. Another medium orange apple is within box two. Box three covers a medium green apple. A medium yellow apple touches the medium green apple. The medium yellow apple is within box three.",Is a medium green apple far from medium orange apple number two?,Yes,Yes No,4,3,far,far,No
0,YN,0x3 0x1,"We have one block called AAA. A medium triangle and a small yellow square are in block AAA. A big blue circle and the small yellow square are to the right-hand side of a medium black circle. Block AAA covers the medium black circle. This block have the blue thing, a small black circle and a big yellow square. The medium black circle are below the small black circle and the medium triangle. The big yellow square is under the triangle. On the left side of this object is the triangle. To the right-hand side of the big blue circle is the small yellow square.",Are all medium black circles to the left-hand side of the blue thing?,Yes,Yes No,1,1,left,left,No
0,YN,1 1x3,"We have two boxes, called one and two. Within box one there is box two. Box one covers a big orange apple. Two small yellow watermelons and a small yellow apple are within box two. A medium green apple is covered by box two. Small yellow watermelon number one is to the right of and small yellow watermelon number two is near to the small yellow apple. Box two contains another small yellow apple which is to the right-hand side of the medium green apple.",Do all boxes cover all things?,No,Yes No,1,1,tppi,tppi,No
4,FR,0x0 0x2,There exists one box called DDD. This box contains a tiny green dimond and covers a large green rectangle. The rectangle is under and the tiny shape is over an orange oval. The orange shape is covered by box DDD. In front of the rectangle there is this thing.,Where is the rectangle regarding the tiny green dimond?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,below,below,below
0,YN,0 0x0,A medium black square is covered by and a medium blue square is within a block called AAA. Block AAA contains another medium blue square which touches medium blue square number one and is north of the black object. The black thing touches this thing. Block AAA covers another block named BBB. Block BBB covers a medium yellow square.,Does block AAA cover a medium square?,Yes,Yes No,1,1,tppi,tppi,Yes
0,YN,1 2x3,A block called AAA contain a medium yellow square and a medium blue square. The medium yellow square touches the medium blue square. Above block AAA there is another block named BBB with a medium black square. Block AAA is disconnected from and away from this block. In this block there is another block called CCC with a medium blue square and a medium black square.,Is block BBB over all medium blue squares?,Yes,Yes No,3,3,above,above,No
1,YN,0 1x0,"There exist two blocks, called AAA and BBB. Disconnected from block AAA is block BBB. To the north of and far from this block is block AAA. Block BBB have a small black square and a small black circle. The small black square is in front of another small black circle and is to the north of small black circle number one. Small black circle number two is within block BBB. A blue triangle and a medium yellow object are within block BBB.",Is a block away from all objects?,Yes,Yes No,2,2,far,far,No
4,FR,1x0 0,"Three blocks, called HHH, LLL and KKK exist. A medium red hexagon is in block HHH. Block HHH contains another medium red hexagon which is above this object. Block HHH covers another medium red hexagon. Disconnected from block LLL there is this block. Farther from and to the left-hand side of this block is block LLL. This block covers a medium grey hexagon. Block KKK is above and disconnected from this block.",Where is the medium grey hexagon relative to block HHH?,LEFT FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,dc,dc,"far, dc"
1,YN,0x1 0x0,One block named AAA exists. This block have two medium yellow squares. Medium yellow square number one is under medium yellow square number two and touches a medium blue square. The medium blue square is in block AAA. Another medium blue square is covered by block AAA. Two medium blue squares are under the thing which was under medium yellow square number two. Medium yellow square number two is over medium blue square number one. Under and touches medium blue square number one there is medium blue square number two.,Does a medium object touch medium blue square number two?,Yes,Yes No,1,1,ec,ec,Yes
1,YN,1x1 1x2,"We have two blocks, named HHH and LLL. Block HHH covers a medium red hexagon and contains a purple hexagon. Above and touches the medium red hexagon is the purple shape. Block LLL with a medium grey hexagon covers block HHH. Another medium grey hexagon are over medium grey hexagon number one and a medium red hexagon. Medium grey hexagon number two is in block LLL. The medium red hexagon is inside and touching block LLL. Over this shape there is medium grey hexagon number one. The medium red hexagon touches this shape.",Are all grey objects under a medium grey hexagon?,No,Yes No,1,1,below,below,No
0,YN,0 1,"We have two boxes, called DDD and EEE. Box DDD covers a midsize green rectangle. To the south of this box is box EEE. A midsize white rectangle is covered by this box.",Is a box to the north of all boxes?,No,Yes No,1,1,above,above,No
4,FR,0 0x0,A medium black square is inside and touching a block named AAA. Block AAA contains a medium yellow shape. The medium black square touches the yellow shape.,Where is block regarding the black shape?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,inside
0,YN,1x2 1x0,"We have two boxes, named DDD and EEE. Box EEE is to the south of box DDD. Box DDD contain a midsize orange rectangle and a midsize white rectangle. This box covers a midsize green rectangle. To the south of the midsize orange rectangle is the midsize green rectangle. The midsize orange rectangle is to the south of the midsize white rectangle. Box EEE have a midsize orange rectangle and a midsize white rectangle. A midsize green rectangle is covered by this box. To the south of the midsize white rectangle there is this thing. To the north of the midsize orange rectangle there is the midsize white rectangle. To the north of the midsize green rectangle there is the midsize orange rectangle.",Is any midsize white rectangle north of a midsize green object?,Yes,Yes No,1,2,above,above,Yes
7,FR,2x2 2x1,"There exist three boxes, called one, two and three. Box one covers a medium orange apple. A medium orange apple and a medium yellow apple are inside box two. Box two has a medium green apple and covers another medium orange apple. The green fruit is to the north of medium orange apple number one. To the north of and touches medium orange apple number one is the medium yellow apple. North of medium orange apple number two there is medium orange apple number one. The thing which touches medium orange apple number one touches the green fruit. A medium yellow apple is inside box three. Box three contains a medium orange apple. The medium orange apple touches the medium yellow apple.",Where is the medium yellow apple in box three regarding the medium orange apple in box three?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,"near, tpp"
4,FR,0x0 0x2,"One block named HHH exists in the image. This block covers a large purple hexagon. A little star and a red pentagon are within this block. Above, on the left side of and near to the pentagon there is the little star. Below and near to the red pentagon is the large object. The pentagon is on the left side of and touches this thing.",Where is the star relative to the hexagon?,LEFT ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,left,left,"above, within"
6,FR,0x2 0x0,"Two blocks, named HHH and LLL exist. A medium red hexagon is inside and a medium purple hexagon is inside and touching block HHH. A medium grey hexagon and the medium purple hexagon are to the south of the medium red hexagon. Block HHH have another medium grey hexagon and the medium grey hexagon. Medium grey hexagon number two and the medium purple hexagon are south of medium grey hexagon number one.The red shape touches medium grey hexagon number one. Within block LLL is block HHH.",Where is medium grey hexagon number one relative to the medium purple hexagon?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,above,above,north
3,YN,0 1,"There are two blocks, named AAA and BBB. Block AAA is disconnected from and farther from block BBB. North of and behind this block is block BBB. A medium blue square is covered by block AAA. Block BBB covers a medium blue square.",Are all blocks in front of all blocks?,No,Yes No,1,1,front,front,No
2,YN,0 0x1,"Two blocks, called AAA and BBB exist. Block BBB is below block AAA. A medium black thing is in block AAA. This shape touches a yellow square. Block AAA covers the yellow shape. A medium blue square is covered by block BBB.",Do all blocks have the black thing?,No,Yes No,1,1,ntppi,ntppi,No
3,YN,0 0x1,A block called AAA has a medium blue square and covers another medium blue square. Another medium blue square is within this block. Below this shape there is medium blue square number two. Medium blue square number three is under medium blue square number one. Medium blue square number one is over the thing which was below medium blue square number three.,Do all blocks contain all squares?,No,Yes No,1,1,ntppi,ntppi,No
5,FR,1x1 1x0,"There exists a box called DDD. Covered by box DDD is another box called EEE with two large green ovals, a tiny white oval and a midsize white dimond. A large white dimond is inside and touching and a tiny green rectangle is inside this box. Large green oval number two is near to large green oval number one and is behind the large white dimond. The midsize white dimond is behind large green oval number one. The tiny white oval is to the north of this object and is behind large green oval number two. In front of the tiny green rectangle is the large white dimond.",Where is large green oval number one regarding large green oval number two?,NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,near
3,YN,0x0 0x2,A block called HHH contain a medium grey hexagon and a medium red hexagon. North of another medium grey hexagon there is the medium grey hexagon. Block HHH covers medium grey hexagon number two. A medium purple hexagon is in this block. To the north of medium grey hexagon number two there is the medium red hexagon. The medium purple hexagon touches medium grey hexagon number one. Another block called LLL is away from and to the west of block HHH. A medium red hexagon is inside and touching and a medium purple hexagon is within this block.,Is medium grey hexagon number two south of medium grey hexagon number one?,Yes,Yes No,1,1,below,below,No
0,YN,1x0 0,"We have three boxes, named DDD, EEE and JJJ. Inside box DDD there is box EEE. A midsize green oval is covered by box DDD. A large white oval and a midsize orange dimond are in box EEE. Over the midsize orange dimond there is the large white oval. A midsize green oval and a midsize white oval are inside box JJJ. The midsize green oval and a midsize orange rectangle are near to the midsize white oval. Box JJJ contain a large white oval and a large orange oval. The rectangle is covered by this box. The midsize white oval is over the rectangle. The large white oval touches the large orange oval.",Is a large white oval within box DDD?,Yes,Yes No,1,2,ntpp,ntpp,No
4,FR,0x0 1x1,"There are three blocks, called AAA, BBB and CCC. Under, disconnected from and in front of block BBB there is block AAA. A medium blue square is inside and touching and a medium yellow square is in block AAA. A medium blue square is inside and a medium black square is covered by block BBB. Block BBB contains a medium yellow square. Block CCC covers a medium blue square and has a medium yellow square. Medium blue square number one and the medium yellow square are under another medium blue square which is within this block. The medium yellow square is over medium blue square number one.",Where is the medium blue square covered by AAA regarding the medium yellow square in block BBB?,BELOW FRONT DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,3,front,front,below
0,YN,0x0 0x2,"There exist two blocks, called HHH and LLL. Block LLL touches block HHH. Two medium purple hexagons are in block HHH. Block HHH covers a medium grey hexagon. The medium grey hexagon is south of medium purple hexagon number two. Medium purple hexagon number two is to the south of medium purple hexagon number one and touches this thing. Medium purple hexagon number one touches this thing. Block LLL covers a medium purple hexagon.",Are all medium grey hexagons to the south of medium purple hexagon number one?,Yes,Yes No,1,2,below,below,No
3,YN,1x0 2x1,"There exist three boxes, called one, two and three. Box one contains a medium green apple and covers a medium yellow apple. Box two has a medium yellow apple. A medium green apple is covered by this box. Over and disconnected from box one is box three. Above and disconnected from this box is box two. A medium green apple is in box three.",Is a medium green apple disconnected from all medium green apples?,No,Yes No,3,3,dc,dc,No
1,YN,1 0,"Two boxes, named DDD and EEE exist in the image. A midsize white rectangle is inside and touching box DDD. Under another midsize white rectangle is this object. Box DDD contains midsize white rectangle number two. This box contains a midsize orange rectangle. This box has box EEE. A midsize white rectangle touches another midsize white rectangle. Midsize white rectangle number one is covered by box EEE. Midsize white rectangle number two is within box EEE.",Are all boxes in box DDD?,No,Yes No,1,1,ntpp,ntpp,No
3,YN,0 0x1,"We have two blocks, named AAA and BBB. In front of block AAA is block BBB. Block AAA covers a medium black square. To the north of another medium black square is a medium yellow square. The medium yellow square is inside block AAA. Medium black square number two is in block AAA. North of medium yellow square number one there is another medium yellow square. Medium yellow square number two is in block AAA. Medium black square number two touches medium yellow square number one. To the south of the shape which was north of medium yellow square number one there is medium black square number one. A medium black square is covered by and a medium blue square is inside block BBB. The medium black square touches the blue object.",Does a block contain medium black square number two?,Yes,Yes No,1,1,ntppi,ntppi,Yes
1,YN,1x1 1x0,"Two blocks, named HHH and LLL exist. Block HHH with a medium purple hexagon contains block LLL. This block covers a medium red hexagon. The medium red hexagon is below the medium purple hexagon. Another medium purple hexagon is in block HHH. Medium purple hexagon number one is below this object and touches the red object. Block LLL has a medium grey hexagon and covers another medium grey hexagon. Medium grey hexagon number two touches medium grey hexagon number one.",Does medium grey hexagon number one touch all medium shapes?,No,Yes No,1,1,ec,ec,No
0,YN,1x0 1,A box called one covers a medium green apple. Covered by another box called two there is this box. Box two has a medium orange apple which touches a yellow apple. Box two covers the yellow fruit.,Are all apples inside and touching all boxes?,No,Yes No,1,1,tpp,tpp,No
3,YN,0x4 0x3,"There are three blocks, called AAA, BBB and CCC. Block AAA have a big blue triangle, a big blue square and a small yellow square. This block covers a small yellow circle. In front of the small yellow square is the big blue square. Another big blue triangle is inside block AAA. Big blue triangle number two is south of the big blue square. Block AAA is inside and touching block BBB. Block BBB covers a big blue triangle. Disconnected from and in front of this block is block CCC with a big blue triangle.",Is a yellow square behind all objects?,No,Yes No,1,1,behind,behind,No
3,FR,1x3 1x0,"We have two blocks, called HHH and LLL. Block LLL has block HHH. A medium grey hexagon and a medium red hexagon are in block LLL. Block LLL has another medium red hexagon and covers a purple hexagon. The medium grey hexagon are above two medium red hexagons.Below medium red hexagon number two there is medium red hexagon number one. Medium red hexagon number two is over the purple thing. The shape which was below medium red hexagon number two is over and touches the purple object.",Where is the medium grey hexagon regarding the purple hexagon?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,above,above,above
1,YN,1x2 0x0,A box named DDD have two midsize orange rectangles. This box covers another midsize orange rectangle. Midsize orange rectangle number three is south of a midsize white rectangle. The midsize white rectangle is within box DDD. To the south of midsize orange rectangle number two there is the midsize white rectangle. Another box called EEE is disconnected from and farther from box DDD. To the north of this box is box DDD. A midsize green object and a midsize white rectangle are in box EEE.,Is a midsize white rectangle disconnected from a midsize orange rectangle?,Yes,Yes No,2,3,dc,dc,Yes
1,YN,1x0 1,"Two blocks, named HHH and LLL exist. Inside block LLL is block HHH. Block LLL covers a medium purple hexagon. A medium red hexagon is over the medium purple hexagon. The red shape is within block LLL. Another medium purple hexagon is inside block LLL. This thing touches the red thing.",Are all medium purple hexagons inside and touching a block?,No,Yes No,1,1,tpp,tpp,Yes
2,FR,0x0 0,"Two blocks, named HHH and LLL exist. Block LLL touches block HHH. A medium purple hexagon is within block HHH. This object is above a red hexagon. Under and touches a medium grey hexagon is this object. Block HHH covers the red hexagon. This block has the medium grey hexagon. The red shape touches the object that touches the medium grey hexagon. Block LLL covers a medium grey hexagon.",Where is the red shape regarding HHH?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tpp,tpp,"above, within"
4,FR,1 0x0,"Two boxes, named DDD and EEE exist in the image. A midsize green rectangle is inside and touching box DDD. To the north of, disconnected from and farther from box EEE is box DDD. Box EEE with a midsize orange rectangle is in front of this box. Another midsize orange rectangle is in this box. Midsize orange rectangle number one touches this object.",What is the position of EEE relative to the green object?,BELOW FRONT FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,far,far,front
0,YN,0x1 0x0,"A medium blue square is inside and touching a block called AAA. Block AAA have a black square, another medium blue square and a medium yellow square. The black thing and medium blue square number two are over the yellow thing.Medium blue square number one touches the medium yellow square. Medium blue square number two is above this shape and touches the black square. The object which touches the medium yellow square is under the black thing.",Does the yellow object contain medium blue square number one?,No,Yes No,1,1,ntppi,ec,No
4,FR,0x3 0x0,One block called AAA exists in the image. This block covers a medium yellow square. Two medium black squares and another medium yellow square are within this block. Medium black square number one is to the north of medium black square number two. South of and touches medium black square number two there is medium yellow square number two. To the south of this thing there is medium yellow square number one. South of medium black square number one is the object which touches medium black square number two. To the north of the object that was south of medium yellow square number two there is medium black square number two.,Where is medium black square number one regarding medium yellow square number one?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,above,above,above
0,YN,0x0 1,"There are three boxes, named one, two and three. A medium green apple is inside and touching and a medium yellow apple is within box one. The medium green apple touches the medium yellow apple. Under, disconnected from, away from and to the left-hand side of box two there is box one. Box two covers a medium orange apple. Within box three is this box.",Are all medium green apples to the left of all boxes?,No,Yes No,1,2,left,left,No
4,FR,0x3 0x2,One block called HHH exists. This block cover a large red star and a large grey hexagon. This block has a large grey pentagon which is to the left of the large red star. A medium grey hexagon is to the left-hand side of and a large purple pentagon is under this thing. Below and to the left of the purple object is the medium thing. The medium thing is covered by block HHH. The large purple pentagon is in block HHH. Close to the large grey hexagon is this shape. To the right of this object there is the star.,Where is the red object relative to the medium object?,RIGHT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,right,right,right
0,YN,0 1,"There are two blocks, named HHH and LLL. A medium grey hexagon is covered by block HHH. Block LLL overlaps block HHH. A medium red hexagon is inside and touching this block.",Does HHH overlap LLL?,Yes,Yes No,1,1,po,po,Yes
2,YN,0x1 0x2,There exists one box called one. A medium orange apple and a medium green fruit are inside box one. Another medium orange apple is inside and touching box one. Medium orange apple number one is under the green thing. Over and touches medium orange apple number two there is this thing. The green thing touches this thing.,Do all medium orange apples touch a fruit?,No,Yes No,1,1,ec,ec,Yes
5,FR,1 0x0,"We have three boxes, named DDD, EEE and JJJ. A tiny white oval is covered by and a large white rectangle is in box DDD. Behind and disconnected from box DDD there is box EEE with a large green oval and a midsize white dimond. Above this box is box DDD. Close to the large green oval is a tiny white dimond. The tiny white dimond is inside and touching box EEE. Box EEE covers a midsize green dimond. Over the midsize white dimond there is the midsize green dimond. Box DDD is within box JJJ. A midsize green dimond is inside box JJJ.",What is the position of EEE relative to the large white rectangle?,BELOW BEHIND DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,dc,dc,behind
5,FR,0x0 0x1,A box called one has a medium orange fruit. The orange fruit touches a medium yellow apple. The medium yellow apple is inside and touching box one. There exists a box called two. A medium yellow apple and another medium green apple are above a medium green apple.The medium yellow apple is below medium green apple number two. Medium green apple number one is covered by box two. Another medium yellow apple and medium green apple number two are inside box two. Box two has medium yellow apple number one. On the right side of this box is another box named three. Box two is above this box. A medium yellow apple is inside box three.,Where is the medium yellow apple covered by box one relative to the medium orange fruit?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,"The correct answer is: same location (implied by the context, but not explicitly listed)"
5,FR,1x0 0x0,"Three boxes, named one, two and three exist. Box two is disconnected from box one. Under, far from and on the left side of this box is box one with a medium orange apple. A medium yellow apple is covered by and another medium orange apple is within box one. Box two contains a medium yellow apple. A medium orange apple is covered by this box.",What is the position of the medium orange apple covered by box two relative to the medium yellow apple covered by box one?,RIGHT ABOVE FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,4,3,far,far,far
4,FR,0x0 1x1,"There exist two boxes, named DDD and EEE. Box DDD covers a midsize orange rectangle. Another midsize orange rectangle is within this box. Behind box DDD is box EEE with a midsize green rectangle. Farther from this box there is box DDD. The midsize green rectangle is to the north of a midsize orange rectangle. The midsize orange rectangle is in box EEE. Another midsize orange rectangle is covered by and another midsize green rectangle is in box EEE. To the north of midsize orange rectangle number two is midsize orange rectangle number one. North of midsize green rectangle number one is midsize green rectangle number two.",Where is midsize orange rectangle number one covered by DDD relative to midsize orange rectangle number one in box EEE?,FRONT FAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,5,3,front,front,behind
0,YN,1x0 0,"There is a block named HHH. There is a block called LLL. Block LLL has a little red pentagon which is to the north of and east of a little purple star.This thing is to the south of and east of another little red pentagon. Block LLL has the little purple star. This block contains little red pentagon number two. This block is to the south of, to the west of and close to another block called KKK. West of block HHH is block KKK with a medium hexagon.",Are all purple things to the west of all blocks?,No,Yes No,3,3,left,left,No
3,YN,1x1 1x3,"There exist two blocks, named AAA and BBB. A medium blue square is inside and another medium blue square is covered by block AAA. Behind and under block BBB there is block AAA. Block BBB with a medium blue square and a medium black square is disconnected from this block. Another medium blue square is inside this block. Medium blue square number one is below and the medium black square is above this shape.",Is a medium blue square number one below the medium black square?,Yes,Yes No,2,2,below,below,Yes
5,FR,0x2 0x0,There is one box named DDD. A white rectangle and a midsize dimond are within box DDD. Box DDD have a tiny white dimond and a large white dimond. The large white dimond is near to the midsize thing and is below the rectangle. Under and to the right of the tiny white dimond is the rectangle. Over and to the right-hand side of the midsize shape there is the tiny white dimond.,What is the position of the rectangle relative to the midsize dimond?,RIGHT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,right,right,above
3,FR,0x0 0x1,We have one box called one. A medium green melon and a small orange melon are within box one. The orange thing is close to the medium green melon.,Where is the medium green melon relative to the small orange melon?,NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,near
1,YN,2x1 0x0,"We have three boxes, named DDD, EEE and JJJ. Box EEE has box JJJ. Box DDD is north of, disconnected from and in front of this box. This box covers a midsize orange rectangle. A midsize white rectangle and a green rectangle are within this box. Box EEE covers a midsize orange rectangle and has another midsize orange rectangle. To the south of midsize orange rectangle number two is midsize orange rectangle number one. Box JJJ contains a midsize white rectangle.",Is a white thing behind a midsize orange rectangle?,Yes,Yes No,6,4,behind,behind,Yes
3,FR,1x0 0,"We have three boxes, named DDD, EEE and JJJ. Inside box DDD there is box EEE. A midsize green oval is covered by box DDD. A large white oval and a midsize orange dimond are in box EEE. Over the midsize orange dimond there is the large white oval. A midsize green oval and a midsize white oval are inside box JJJ. The midsize green oval and a midsize orange rectangle are near to the midsize white oval. Box JJJ contain a large white oval and a large orange oval. The rectangle is covered by this box. The midsize white oval is over the rectangle. The large white oval touches the large orange oval.",Where is the large white oval in EEE relative to DDD?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,ntpp,ntpp,inside
6,FR,1x3 1x0,"There exist two boxes, called one and two. Box one covers a small green watermelon and contains a small orange melon. Over the green fruit there is the small orange melon. Box two cover a medium orange watermelon and a big yellow melon. This box contains another medium orange watermelon which is close to the big yellow melon and is on the left side of medium orange watermelon number one. Another medium orange watermelon is in box two. This fruit is to the left of medium orange watermelon number one and is close to medium orange watermelon number two. Medium orange watermelon number one is under medium orange watermelon number two. The yellow thing is to the right of medium orange watermelon number three.",Where is the yellow thing regarding medium orange watermelon number two?,NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,right
0,YN,0x3 0x0,"A block named AAA contain a big blue square, a medium circle and a medium black triangle. A medium yellow square is behind the circle and is below the big object. In front of the medium circle is the triangle. The medium yellow square is within block AAA. Below this thing there is the circle. The triangle is in front of the big object.",Are all medium yellow squares behind any medium black triangle?,Yes,Yes No,2,2,behind,behind,No
