Story,Question,Q_type,Candidate_Answers,Answer,Reasoning_type,ollama/gemma:2b,ollama/phi3:mini,ollama/qwen:4b,ollama/openchat,ollama/mistral,ollama/llama3,llama70B
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Is C to the right of A?,YN,"Yes, No, DK",Yes,"['Transitivity', ' Converse']","**A**
- _ Blue circle
- _ Red square
- _ Black square
- _ Yellow square
- _ Black triangle

**B**
- _ Yellow square
- _ Black square
- _ Red square",['Yes'],No,['Yes'],['Yes'],['Yes'],Yes
"There are three blocks called A, B, and C. In block A, there is a small blue square far above a small blue circle. There is a small black triangle far to the right of both small blue objects. The black triange is near and above a medium blue square. The medium blue square is touching the right edge of A and is near and above a medium black circle. Near and to the right of the medium black circle is a medium yellow triangle. The yellow triangle is to the left of the small blue circle. In B, which is to the right of A, there is a large blue square near and to the left of a large yellow triangle. There is also a small yellow triangle far below the square. In C, which is to the right of B. there is a small yellow circle near and above a small yellow triangle. The small yellow triangle is touching the top of a medium black triangle. The black triangle is touching the right edge of C. There is a large blue circle far below the black triangle.",What is the relation between the medium black thing in A and the large blue thing in C?,FR,"left, right, above, below, near to, far from, touching, DK",left,"['Lists/Sets', ' Transitivity']","**A**
- Small blue square (far above a small blue circle)
- Small black triangle (far to the right of both small blue objects)
- Medium blue square (touching the right edge of A and near and above a medium black circle)
- Medium yellow triangle (to the left of the small blue circle)

**B**
- Large blue square (near and to the left of a large yellow triangle)
- Small yellow triangle (far below the square",['far from'],left,['far from'],['far from'],['far from'],below
There are two blocks A and B. Block A has two medium yellow circle and a medium yellow triangle. The medium circle number one is to the right of the yellow triangle which is to the right of the medium circle number two. This block also has a medium black triangle touching the bottom edge of it. Block B is to the right of the block A. It has two medium yellow circle and a medium black triangle. It also has a big blue square above the medium yellow circle number one. The medium triangle is to the left of the medium circle number one and to the right of the medium circle number two. The big square is to the right of the triangle.,Where is the circle number one in block B regarding to the triangle under a medium yellow circle?,FR,"left, right, above, below, near to, far from, touching, DK",right,,"**Answer:** left

The circle number one is to the left of the triangle under a medium yellow circle.",['left'],DK,"['right', 'near to']","['right', 'far from']",['below'],right
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Where is the the square which is above a square regarding to the small object?,FR,"left, right, above, below, near to, far from, touching, DK",right,"['Lists/Sets', ' Converse']","**A**
- Blue circle
- Red square
- Yellow square
- Blue circle

**B**
- Green square
- Small blue circle
- Yellow square",['below'],"Your Answer: 
left",['above'],['above'],['above'],above
"There is a block called A. In A, there is a medium blue square that is to the left of a small blue triangle. There is also a large blue triangle far above the small blue triangle. There is another block called B, Which is to the right of A. In B, there is a large yellow circle. There is another block called C, Which is to the right of B. In B, there is a medium yellow circle far below a small black square. There is also a large yellow square near and above the small black square . There is a medium yellow square that is far to the right of the medium yellow circle, and there is a small yellow square above the medium yellow square.",What object is far below the large blue thing? the small blue triangle  or  the large yellow circle ?,CO," the small blue triangle ,  the large yellow circle , both of them, none of them", the small blue triangle ,"['Converse', ' Symmetry']","**Answer:**
The small blue triangle and the large yellow circle are far below the large blue thing.",['none of them'],The object that is far below the large blue thing is the small blue triangle.,['the large yellow circle'],['the large yellow circle'],['the large yellow circle'],the small blue triangle
"There exist a big red square, a big red triangle, a medium red square, and a small green circle in a block called A. The triangle and medium square are touching the bottom edge of the block. The big and medium square are touching the right edge of the block. And the circle is above the big square which is above the medium square. There is another block called B to the left of block A. A medium green square is touching the left edge of block B and is below a medium red square. The medium red square is above and to the left of a small green square. Also a medium red triangle is below and to the left of the small square.",What is the relation between the red square above a green object and a red triangle to the left of a green object?,FR,"left, right, above, below, near to, far from, touching, DK",above,,"Sure, here's the layout you requested:

```
   A
+---+
| O |
+---+
| O |
+---+
| O |
+---+
| _ |
+---+
| O |
+---+
| _ |
+---+
| O |
+---+
| _ |
+---+
```","['below', 'far from']",DK,"['above', 'left']","['left', 'above']","['above', 'left']",above and left
"There are three blocks called A, B and C. A is to the left of B and B is to the left of C. In A, there is a small blue circle. In B, there is a large blue triangle that is touching the top of a small yellow triangle. In C, there are four circles, a large yellow one, a small blue one, a small black one, and a large black one. The large yellow circle is touching the large black circle and is above and near the small blue circle. The small black circle is near and to the right of the small blue circle. The large black circle is above and near the small black circle.",What block does not have a circle inside of it?,FB,"A, B, C",B,['Negation'],"**A**

|   |   |
| A | B | C |
|---|---|---|
| _ | _ | _ |",['A'],C,['C'],['A'],['A'],B
"I see three blocks. The first block is (A) has two big and medium green triangles. The medium one is above the big one. Below and to the left of these two triangles, there is a midsize green circle. below the first block the other blocks exist, block B and C. Block C is to the right of the block B. Block B has medium white rectangle and circle to the right of a medium green triangle. The rectangle is above the circle. Block C has a huge red rectangle touching bottom and right edge, a little white circle touching the top edge and a midsize red circle touching the left edge of the block.",What is to above the white rectangle? a white circle  or  a huge rectangle?,CO," a white circle ,  a huge rectangle, both of them, none of them",none of them,,"**Answer:** a huge rectangle

**Explanation:** The white rectangle is above the white rectangle, so it is above the white rectangle.",['both of them'],The thing above the white rectangle is a huge rectangle.,['a huge rectangle'],['a white circle'],['a white circle'],a medium green triangle
"There are three blocks A, B, and C. Block A is below blocks B and C. It has three circles. The fist circle is big and yellow which is touching the bottom edge of this block. Another is medium and blue which is to the right of the big yellow circle and below and to the right of the medium yellow circle. Block B has a medium yellow circle and a medium black square which are touhing the right edge of this block. there is amedium blue circle to the left of the yellow and black objects in this block. Block C is to the right of the block B. It has a big yellow square that is touching the right edge of the block. It is above a big blue triangle. To the right of the big blue triangle there is a small black circle.",What is the relation between the big yellow circle and the yellow circle above a blue circle?,FR,"left, right, above, below, near to, far from, touching, DK",below,,"**A**
- _ Red small _
- _ Red small _
- _ Green square
- _ Red square
- _ Black square

**B**
- _ Yellow circle
- _ Black square
- _ Blue circle

**C**
- _ Yellow square
- _ Blue circle
- _ Black circle",['below'],"Your Answer: 
left","['above', 'touching']",'far from',['above'],above
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",What block is to the left of B,FB,"A, B, C",A,['Converse'],"**A**

|   |   |
| A | B | C |
|---|---|---|",['A'],B,['A'],['A'],['A'],A
"There are three blocks A, B, and C. Block A is below blocks B and C. It has three circles. The fist circle is big and yellow which is touching the bottom edge of this block. Another is medium and blue which is to the right of the big yellow circle and below and to the right of the medium yellow circle. Block B has a medium yellow circle and a medium black square which are touhing the right edge of this block. there is amedium blue circle to the left of the yellow and black objects in this block. Block C is to the right of the block B. It has a big yellow square that is touching the right edge of the block. It is above a big blue triangle. To the right of the big blue triangle there is a small black circle.",What is the relation between the small circle and the big square?,FR,"left, right, above, below, near to, far from, touching, DK",left,,"**A**
- _ Red small _
- _ Red small _
- _ Red small _
- _ Medium black square
- _ Red small _
- _ Medium black square

**B**
- _ Red square
- _ Medium black square
- _ Red small _
- _ Medium black square
- _ Red small _
- _ Medium black square

**C**
- _ Yellow square
- _ Medium black square
- _ Yellow square
-",['far from'],DK,['far from'],['far from'],['far from'],right
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small blue circle far to the left of a medium yellow square. In B, there is a small blue circle. In C, there is a medium yellow square near and below a large blue square. The large blue square is near and below the small black triangle.The black triangle is far to the right of a small yellow triangle. There is a medium blue triangle near and to the right of the small black triangle.",Is the small blue thing in B to the right of the small blue thing in A?,YN,"Yes, No, DK",Yes,"['Lists/Sets', ' Converse']","```
    A
   / \
 B   C
    \
   /
A---B---C
```",['No'],Yes,['No'],['No'],['No'],Yes
"There are three blocks A, B and C. Block A has a medium white triangle and a small red rectangle. There exists a medium white rectangle to the left of the triangle and to the right of the red rectangle. Aove block A there is block B. It has a small white oval touching the bottom edge of the block and a medium white triangle to the right of it. Below block A there is block C. Its has a small green triangle touching the top edge of the block. A medium white triangle is below a small green rectangle. Another small green triangle is below and to the right of the white triangle.",Where is the small shape below the green rectangle regarding to the triangle touching the top edge of a block?,FR,"left, right, above, below, near to, far from, touching, DK",below,,"**A**
- Triangle
- Red rectangle
- Green square
- White rectangle
- Green rectangle
- White triangle

**B**
- White oval
- Green triangle
- White triangle",['below'],left,"['right', 'near to']",['below'],['below'],below
"We have three blocks A, B, and C. Block C is below block A and B. Block A has a blue square which is touching the bottom edge of the block and a yellow square which is on top of the blue square. Block B has a yellow square touching the bottom edge of it. And block C has three squares. The first one is yellow and touching the bottom edge of the block. The second one is black and is on top of the yellow one and the third one is also black and on top of the second square.",Are all black squares touching a square?,YN,"Yes, No, DK",Yes,,"Sure, here's the 2D layout ASCII diagram:

```
   A
  / \
 B  C
```

The black squares are not touching the square in the center.",['No'],Yes,['Yes'],['Yes'],['Yes'],Yes
"There is a block called A. In A, there is a medium blue triangle that is near and above a large yellow triangle. There is a large yellow square far to the right of the large yellow triangle. The large yellow square is near and below a small blue circle. The small blue circle is near and below black triangle. The black triangle far to the right of the medium blue triangle. There is a small blue square be near to the right of a small black triangle. In B, which is to the right of A, there is a medium blue circle touching the bottom edge of B. In C, which is to the right of B, there is a large yellow square touching the bottom edge of C.",What block does not have any squares inside of it?,FB,"A, B, C",B,"['Negation', ' Quantifier']","A. A does not have any squares inside of it.

The context describes that there is a block called A with a medium blue triangle and a large yellow triangle inside. There is also a large yellow square far to the right of the large yellow triangle and a small blue circle near and below the black triangle. Therefore, block A does not have any squares inside of it.",['A'],C,['B'],['A'],['A'],B
There are two blocks A and B. Block A has two medium yellow circle and a medium yellow triangle. The medium circle number one is to the right of the yellow triangle which is to the right of the medium circle number two. This block also has a medium black triangle touching the bottom edge of it. Block B is to the right of the block A. It has two medium yellow circle and a medium black triangle. It also has a big blue square above the medium yellow circle number one. The medium triangle is to the left of the medium circle number one and to the right of the medium circle number two. The big square is to the right of the triangle.,Are all medium yellow objects to the left of the big square?,YN,"Yes, No, DK",No,,"**Answer: No**

The medium yellow objects are to the left of the big square, so they are not all to the left of the big square.",['No'],No,['No'],['No'],['No'],No
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large black circle far below a medium blue triangle. The medium blue triangle is near and below a large blue square. The large blue square is near and to the right of a medium black square. There is a small yellow circle far to the right of the large blue square. In B, there is a medium yellow square near and below a large yellow triangle. The large yellow triangle is near and below a large blue triangle. The large blue triangle is near and to the right of a medium blue triangle. In C, there is a large blue triangle?","What object is not far from the medium black thing, the large blue square or the small yellow circle? the large blue square  or  the small yellow circle ?",CO," the large blue square ,  the small yellow circle , both of them, none of them", the large blue square ,"['Negation', ' Symmetry']","**A**
- Black circle (far below)
- Red triangle
- Green square
- Yellow square

**B**
- Medium yellow square
- Large yellow triangle
- Large blue triangle

**C**
- Large blue triangle",['both of them'],"The object that is not far from the medium black thing, the large blue square or the small yellow circle is:

the small yellow circle",['the small yellow circle'],['the small yellow circle'],['the medium black thing'],the large blue square
"There is a block named A. In A, there is a pink triangle that touches the bottom of A. There is also a white triangle that touches the left edge of A, a red triangle that touches the top of A, and a green triangle that touches the right edge of A. Below A there is a block called B. In B, there is a small square, a large square, and a yellow circle. The large square is to the right of and near the yellow circle. The yellow circe is to the right of and above the small square. Below B there is a blocked named C. In C, there is a brown oval that is on top of a blue rectangle.",Is the red object below the blue object?,YN,"Yes, No, DK",No,['Lists/Sets'],"```
    A
   / \
  B   C
  _  _
Pink Triangle  White Triangle Red Triangle Green Triangle
Small Square  Large Square  Yellow Circle Brown Oval
```",['No'],Yes,['No'],['No'],['No'],No
"There is a block called A which has a medium yellow triangle. To the right of the block A, there is a block called B. It has three circles and a small black triangle. Two of the circles are medium blue which one of them touching the top edge of the block and the other is touching the bottom and left edge of the block B. Anothe circle is big and black which the small black triangle is below and tp the left of it. There is another block C which is to the left of the block A. it has a small black square that is touching the bottom edge of the block and a medium blue circle.",Which object is below a medium blue circle? the small square  or  the yellow triangle?,CO," the small square ,  the yellow triangle, both of them, none of them", the small square ,,"**Answer:**

```
    A
   / \
  B   C
  _  _
 _  _  _
 _  _  _
 _  _  _
---
```",['the small square'],The small square.,['the small square'],['the small square'],['the small square'],the small square
There is a block. We called it A. It has four medium squares. Two of them are yellow and two of them are blue. one of the blue square is touching the bottom edge of this block. The other bue square is on it. Then the yellow squares are on the second blue square. we have another block called B. block A is on this block. block B has two black square up on each other.,Is there any square below all other squares?,YN,"Yes, No, DK",Yes,"['Lists/Sets', ' Transitivity']","**A**
- _ _ _
- _ _ _
- _ _ _
- _ _ _

**B**
- _ _ _
- _ _ _
- _ _ _
- _ _ _",['No'],Yes,['No'],['Yes'],['Yes'],Yes
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium yellow circle far to the right of a small yellow square. In B, there is a small yellow triangle near and above a medium blue circle. The medium blue circle is far above a large black triangle. In C, there is a small yellow circle near and to the right of a medium blue square. The medium blue square is near and to the right of the medium black square. The medium blue square is near and below a large black square. The large black square is near and below a small black circle.","What object is far below a the medium blue thing in B, the large black triangle or the small yellow triangle? the large black triangle  or  the small yellow triangle ?",CO," the large black triangle ,  the small yellow triangle , both of them, none of them", the large black triangle ,"['Symmetry', ' Converse']","**A**
- _ Red small _
- _ Red small _
- _ Green square
- _ Red square
- _ Black circle

**B**
- _ Small yellow triangle
- _ Red square
- _ Medium blue circle
- _ Black triangle

**C**
- _ Yellow small circle
- _ Medium blue square
- _ Medium black square",['the large black triangle'],"The object that is far below a medium blue thing in B, the large black triangle or the small yellow triangle? The large black triangle.",['the large black triangle'],['the large black triangle'],['the large black triangle'],the large black triangle
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium black triangle. In B, there is a small blue circle that is far below a medium yellow square. In C, there is a small yellow square near and above a small black triangle. The black triangle is near and to the right of a large black square. There is a medium blue triangle below the large black square.",Is the medium yellow thing far from the small blue thing?,YN,"Yes, No, DK",Yes,['Symmetry'],"Sure, here is the layout you requested:

```
   A
  / \
 B   C
_  _
 _  _  _
 _  _  _
 _  _  _
```",['No'],Yes,['Yes'],['Yes'],['Yes'],Yes
"There are three blocks called A, B, and C. A is on top of B and B is on top of C. In A there are 3 circles: a small red one, a green one, and a big blue one. The small red and green circles are above the big blue circle. The big blue circle is touching the bottom edge of A, and the green circle is touching the top edge of A. In B there is a orange triangle, Which is above a purple rectangle. The purple rectangle is touching the bottom edge of B. In C, there are 3 squares, a small white one, a small black one, and a large yellow one. The small white square is touching the left edge of C, while the small black square is touching the right edge of C. The large yellow square is adjacent to the white square, and is touching the bottom edge of C.",What object is not above the purple rectangle? the orange triangle or  the white square?,CO," the orange triangle,  the white square, both of them, none of them", the white square,['Negation'],"**A**
- _ Red small circle
- _ Green small circle
- _ Big blue circle

**B**
- _ Orange triangle

**C**
- _ White small square
- _ Small black square
-  vogli Yellow large square",['both of them'],The object that is not above the purple rectangle is the white square.,['the white square'],['the white square'],['the white square'],the white square
"There is a block called A. In A, there is a medium blue square that is to the left of a small blue triangle. There is also a large blue triangle far above the small blue triangle. There is another block called B, Which is to the right of A. In B, there is a large yellow circle. There is another block called C, Which is to the right of B. In B, there is a medium yellow circle far below a small black square. There is also a large yellow square near and above the small black square . There is a medium yellow square that is far to the right of the medium yellow circle, and there is a small yellow square above the medium yellow square.",Is the object in B above the small yellow thing?,YN,"Yes, No, DK",DK,['No Data'],"**Answer:** No

**Explanation:** The object in B is not above the small yellow thing.",['No'],Yes,['No'],['No'],['No'],No
"We have three blocks A, B, and C. Block C is below block A and B. Block A has a blue square which is touching the bottom edge of the block and a yellow square which is on top of the blue square. Block B has a yellow square touching the bottom edge of it. And block C has three squares. The first one is yellow and touching the bottom edge of the block. The second one is black and is on top of the yellow one and the third one is also black and on top of the second square.",Where is the square in block B regarding to blue square?,FR,"left, right, above, below, near to, far from, touching, DK",DK,,"```
      A
    / \
   B   C
  / | \
 A ---> | ----> B
 |  yellow  |  black
 |  square  |  square
 |  square  |  square",['below'],"Your Answer: 
left",['above'],['far from'],['below'],right
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large yellow square that is near and to the left of a small yellow square. Below the small square is a medium yellow circle. In B, there is a small black triangle that is to the left of a large black square. Far below the black square is a small blue circle. In C, there is a medium blue triangle.",What object is not near the small yellow thing? the large yellow square  or  the medium blue triangle?,CO," the large yellow square ,  the medium blue triangle, both of them, none of them", the medium blue triangle,['Negation'],"**A**
- _ Red small square
- _ Red square
- _ Black circle
- _ Medium blue triangle

**B**
- _ Black triangle
- _ Green square

**C**
- _ Medium blue triangle",['both of them'],The object that is not near the small yellow thing is the large yellow square.,['the medium blue triangle'],['the medium blue triangle'],['the large yellow square'],the medium blue triangle
"There is a block called A. Inside there's a red oval that is above a blue triangle. The blue triangle is touching the right edge of A and the top of a large black square. Touching the bottom edge of A is  a small orange square. The is a block called B Which is to the right and touching A. Inside B there are 5 triangles, a red one, a green one, a large yellow one, a brown one, and an orange one. The red and orange triangles are touching the left edge of B and the orange triangle is above the red triangle. The large yellow triangle is touching the top edge of B. The green triangle is touching the right edge of B. The brown triangle is below all of the other triangles and is touching the bottom of B.",Is the green thing above the yellow thing?,YN,"Yes, No, DK",No,['Symmetry'],"Sure, here's the layout you requested:

```
   A
+---+
| O |
+---+
|   |
+---+
| O |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+",['No'],Yes,['No'],['No'],['No'],No
"We have three blocks A, B, and C. Block C is below block A and B. Block A has a blue square which is touching the bottom edge of the block and a yellow square which is on top of the blue square. Block B has a yellow square touching the bottom edge of it. And block C has three squares. The first one is yellow and touching the bottom edge of the block. The second one is black and is on top of the yellow one and the third one is also black and on top of the second square.",Which block has a blue object above a yellow square?,FB,"A, B, C",A,,"A

**Block A**

* Blue square touching bottom edge
* Yellow square on top of blue square

**Block B**

* Yellow square touching bottom edge

**Block C**

* Yellow square touching bottom edge
* Black square on top of yellow square
* Black square on top of second black square",['A'],A,['A'],['A'],['A'],A
"There are three blocks called A, B, and C. A is to the left of B Which is to the left of C. In A, there is a large black triangle near and above a large black square. To the right of the black triangle is a large blue triangle. In B, there is a medium yellow square near and below a small blue circle. In C, there is a small blue square far above a small yellow square. There is a small blue circle to the right of the small yellow square. There is a medium yellow circle near and to the right of the small blue circle. There is also a medium blue circle below the medium yellow circle.",What object is not near the medium yellow thing in C? the large black triangle  or  the large blue triangle ?,CO," the large black triangle ,  the large blue triangle , both of them, none of them",both of them,['Negation'],"Sure, here's the layout you requested:

```
   A
  / \
 B  C
```

**Objects:**

- Large black triangle
- Large blue triangle
- Medium yellow square
- Small blue circle
- Medium yellow circle
- Medium blue circle",['none of them'],The object that is not near the medium yellow thing in C is the large blue triangle.,['the large black triangle'],['the large black triangle'],['the large black triangle'],the large blue triangle
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a medium blue square near and to the left of a medium black triangle. The medium black triangle is near and below a medium yellow square. In B, there is a small blue square far to the left of a large black circle. There is a medium yellow circle far above the black circle. In C, there is a large yellow square",What object has all of the triangles inside of it?,FB,"A, B, C",A,['Quantifier'],"**A**

|   |   |
| A | B | C |
|---|---|---|
| _ | _ | _ |
| _ | _ | _ |
| _ | _ | _ |",['DK'],A,['B'],['DK'],['A'],A
We have one block called A. there is a big blue circle touching bottom edge and a small blue triangle touching the top edge and another small blue triangle touching right edge of this block. There is a big yellow square above the big circle and below small triangle number one. It is to the left of small triangle number two. This block also has a small yellow and a small black triangles. Both of them are above the big circle and below the big square.,Is there any triangle to the left of triangle number two?,YN,"Yes, No, DK",Yes,['Transitivity'],"**A**

|   |   |
| A | _ |   |
|   | _ |   |
|   | _ |   |
|   | _ |   |
|   | _ |   |
| _ |   | _ |
| _ |   | _ |
| _ |   | _ |
| _ |   | _ |
| _ |   | _ |
| _ |   | _",['No'],Yes,['Yes'],['Yes'],['No'],Yes
"There are two blocks called A and B. A is to the right of B. In A, there is a blue triangle, Which is above a orange rectangle, Which is above a black circle. The black circle is touching the bottom of A. In B there are four squares. A yellow square is above a white square and to the left of a green square. A large purple square is touching the bottom of B and is to the left and near of the white square. The green square is on top of the purple square.",Is the blue thing above a black thing?,YN,"Yes, No, DK",Yes,['Transitivity'],"**Answer: ['No']**

The blue thing is not above the black thing.",['Yes'],Yes,['Yes'],['Yes'],['Yes'],Yes
"There are three blocks called A, B, and C. A is on top of B and B is on top of C. In A there are 3 circles: a small red one, a green one, and a big blue one. The small red and green circles are above the big blue circle. The big blue circle is touching the bottom edge of A, and the green circle is touching the top edge of A. In B there is a orange triangle, Which is above a purple rectangle. The purple rectangle is touching the bottom edge of B. In C, there are 3 squares, a small white one, a small black one, and a large yellow one. The small white square is touching the left edge of C, while the small black square is touching the right edge of C. The large yellow square is adjacent to the white square, and is touching the bottom edge of C.",Is a circle below a rectangle?,YN,"Yes, No, DK",No,['Symmetry'],"Sure, here's the layout you requested:

```
   A
+---+
| _ |
+---+
| _ |
+---+
| _ |
+---+
| _ |
+---+
| _ |
+---+
```

The objects that are not touching a square are the red triangle and the black circle.",['No'],DK,['No'],['No'],['No'],Yes
"There is a block called A. In A, there are four circles that are touching the bottom of A. The red circle is touching and to the left of the yellow circle. The pink circle is touching and to the right of the green circle. The yellow circle is touching and to the left of the green circle. Touching the bottom of A is a block called B. In B, there is a blue rectangle touching the top and the left of B. Near and to the right of the blue rectangle is a purple rectangle that is also touching the top of B. At the bottom of B there is a white triangle. Far to the left of B there is a block called C. In C, there is a brown oval that is to the right of an  orange square.",Is B near C?,YN,"Yes, No, DK",No,['Symmetry'],"Sure, here is the layout you requested:

```
   A
  / \
 B  C
  \ A
---
| _ | _ | _ |
| _ | _ | _ |
| _ | _ | _ |
| _ | _ | _ |
| _ | _ | _ |
| _ | _ | _ |
| _ | _ | _ |
| _ | _ | _ |
| _ | _ | _ |",['No'],No,['No'],['No'],['No'],No
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small yellow triangle far above a medium blue circle. The medium blue circle is near and above a small black square. There is a large black triangle near and to the right of the medium blue circle. In B, there is a small blue square far below a small black triangle. There is a large blue circle far to the left of the small blue square. In C, there is a small black circle far to the left of a medium black circle. The medium black circle is near and to the left of the medium black triangle.","What object is far above the small blue thing, the large blue circle or the small black triangle? the large blue circle  or  the small black triangle ?",CO," the large blue circle ,  the small black triangle , both of them, none of them", the small black triangle ,"['Symmetry', ' Converse']","**A**
- Small yellow triangle
- Medium blue circle
- Small black square

**B**
- Small blue square
- Small black triangle
- Large blue circle

**C**
- Small black circle
- Medium black circle",['none of them'],The object far above the small blue thing is the large blue circle.,"['the large blue circle', 'both of them']",['the large blue circle'],['the large blue circle'],the small black triangle
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a large yellow square near and below a small yellow square. The small yellow square is far to the left and below a large blue triangle. In B, there is a medium blue circle far to the left and above a small black circle. The small black circle is near to the left of a large blue circle.  In C, there is a large yellow square near and to the left of a large black circle. The black circle is near and to the left of a large blue triangle.",Is the large yellow thing in A to the right of a small yellow thing?,YN,"Yes, No, DK",DK,['No Data'],"A

|
|
|
|
|
|
|
---
|
| _ |
|
|
|
|
|
|
---
|
|
| _ |
|
|
|
|
|
---
|
|
|
|
|
|
|
|
---
|
|
|
|
|
|
|
|
---
|
|
|",['No'],Yes,['No'],['No'],['No'],No
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small blue circle far above a medium yellow square. In B, there is a small blue circle far to the right of a small yellow triangle. In C, there is a medium blue thing far below a medium yellow square. The medium yellow square is near and below a small black triangle. There is a large blue triangle near and to the left of the small black triangle.",What block does has all of the large objects inside of it?,FB,"A, B, C",C,['Quantifier'],"A. Block A

**Block A** contains all of the large objects inside of it. The small blue circle, the small yellow triangle, and the medium yellow square are all located inside Block A.",['DK'],C,['A'],['C'],['C'],C
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small black triangle near and ot the left of a large blue circle. The large blue circle is near and to the left of a small blue circle. The small blue square is far below a medium yellow square. In B, there is a small yellow circle. In C, there is a medium black triangle that is near and to the left of a small yellow circle. The small yellow circle is near and to the left of a blue triangle. There is a large yellow square touching the bottom of the small yellow circle. Near and below the large yellow square is a large black square.","What object is not near the small black thing, the medium yellow square or the large blue circle? the medium yellow square  or  the large blue circle ?",CO," the medium yellow square ,  the large blue circle , both of them, none of them", the medium yellow square ,"['Transitivity', ' Symmetry']","**A**
- Small black triangle
- Large blue circle
- Small blue square

**B**
- Small yellow circle
- Medium black triangle
- Small yellow circle

**C**
- Medium black triangle",['the medium yellow square'],"The object that is not near the small black thing, the medium yellow square or the large blue circle is the medium yellow square.","['the medium yellow square', 'the large blue circle']",['the medium yellow square'],['the medium yellow square'],the medium yellow square
"There are three blocks called A, B, and C. In A, there is a large blue circle that is near and to the left of a large yellow circle. There is also a medium black triangle below the blue circle. In B, Which is to the right of A, there are three small blue circles far above two small black triangles. C is to the right of B. In C, there is a large blue triangle that is near and to the left of a medium black circle. There is also a large black triangle near and below the large blue triangle.",What object is not below the medium black thing in C? the large black triangle  or  the medium black triangle?,CO," the large black triangle ,  the medium black triangle, both of them, none of them", the medium black triangle,"['Negation', ' Transitivity']","**A**
- Blue circle
- Yellow circle
- Black triangle

**B**
- Three small blue circles
- Two small black triangles

**C**
- Large blue triangle
- Medium black triangle",['none of them'],The object that is not below the medium black thing in C is the large black triangle.,['the medium black triangle'],['the large black triangle'],['the large black triangle'],the medium black triangle
"There is a block called A. In A there is a red triangle Which is above a black circle. The black circle is touching the bottom of A. A yellow square is touching the top edge of A and below that there is a red oval is touching the right edge of A. There is a second block call B Which is to the left of A. Inside B there are 3 squares, a brown one, a green one, and a red one. The green square is above the red square and touching the left edge of B. The brown square is touching both the bottom edge and the right edge of B. The red square is touching the left edge of the brown square.",Is the red square above the green square?,YN,"Yes, No, DK",No,['Symmetry'],"```
    A
   / \
  B   C
D --- O --- E
```",['No'],Yes,['No'],['No'],['No'],No
"There are three blue shapes in a block that we called A. Two medium blue squares are below a big blue square. First medium blue square is to the left of the other medium one which is touching the bottom edge of block A. There is another block below the block A we call it B. A big blue triangle is touching the top edge of this block which is above a small black triangle, a big blue circle and a medium blue triangle. The medium triangle is touching the bottom edge of the block. The circle is below and to the left of the small triangle. It is above the medium triangle.",What is the relation between the big triangle and the medium triangle?,FR,"left, right, above, below, near to, far from, touching, DK","above, far from",,"```
      A
    / \
  B   C
    \ /
   O   _
   O   _
   _   _
```",['below'],"Your Answer: 
left",['touching'],['touching'],['touching'],above
"There are three blocks called A, B, and C. A is on top of B and B is on top of C. In A there are 3 circles: a small red one, a green one, and a big blue one. The small red and green circles are above the big blue circle. The big blue circle is touching the bottom edge of A, and the green circle is touching the top edge of A. In B there is a orange triangle, Which is above a purple rectangle. The purple rectangle is touching the bottom edge of B. In C, there are 3 squares, a small white one, a small black one, and a large yellow one. The small white square is touching the left edge of C, while the small black square is touching the right edge of C. The large yellow square is adjacent to the white square, and is touching the bottom edge of C.",Is the orange triangle below the black square?,YN,"Yes, No, DK",No,['Transitivity'],"Sure, here's the 2D layout ASCII diagram:

```
   A
+---+
| _ |
+---+
| _ |
+---+
| _ |
+---+
| _ |
+---+
| _ |
+---+
| _ |
+---+
| _ |
+---+
| Orange Triangle |
+---+
| Purple Rectangle |
+---+
| White Square",['No'],Yes,['No'],['No'],['No'],Yes
