Story,Question,Q_type,Candidate_Answers,Answer,Reasoning_type,ollama/gemma:2b,ollama/phi3:mini,ollama/qwen:4b,ollama/openchat,ollama/mistral,ollama/llama3,llama70B
"There is a block called A. In A, there is a medium blue triangle that is near and above a large yellow triangle. There is a large yellow square far to the right of the large yellow triangle. The large yellow square is near and below a small blue circle. The small blue circle is near and below black triangle. The black triangle far to the right of the medium blue triangle. There is a small blue square be near to the right of a small black triangle. In B, which is to the right of A, there is a medium blue circle touching the bottom edge of B. In C, which is to the right of B, there is a large yellow square touching the bottom edge of C.",What block does has all triangles inside of it?,FB,"A, B, C",A,['Quantifier'],"The answer is A.

The block contains a medium blue triangle that is near and above a large yellow triangle, a large yellow square far to the right of the large yellow triangle, a small blue circle near and below a black triangle, a small blue square be near to the right of a small black triangle, and a medium blue circle touching the bottom edge of B.",A,A,A,A,A,A
"We have three blocks A, B, and C. Block B is to the right of block A and C and also is above block C. Block A is above block C. Block A has a big blue square above a big blue triangle. Block B has a big black circle to the left of a medium black triangle which is above and to the left of a medium yellow square. Block C has a medium yellow circle touching the top edge of the block and a big black circle touvhing the bottom edge of the block. Above the big circle there is a medium blue triangle which is below and to the left of a big blue triangle.",What is to the right of a big blue triangle? a blue square  or  a blue triangle?,CO," a blue square ,  a blue triangle, both of them, none of them",none of them,,"The answer is a blue triangle.

The context describes the positions of the blocks and the shapes of the circles and triangles. The big blue triangle is to the right of a big blue triangle, which is to the right of block A.",Both of them,a blue square,a blue square,a blue square,a blue triangle,a blue square
There is a block. We called it A. It has four medium squares. Two of them are yellow and two of them are blue. one of the blue square is touching the bottom edge of this block. The other bue square is on it. Then the yellow squares are on the second blue square. we have another block called B. block A is on this block. block B has two black square up on each other.,where is the medium blue square number one regarding the medium yellow square number two?,FR,"left, right, above, below, near to, far from, touching, DK",below,,"The correct answer is ""touching"".

The medium blue square number one is touching the bottom edge of the block with the medium yellow square number two.",Below,left,above,touching,below,below
"There is a block called A. In A, there is a medium yellow square that is touching the left side of a medium black circle. There is also a medium blue circle near and above the medium yellow square. There is a block called B, Which is to the right of A. In B, there is a small yellow square far above a small black square. There is another block called C, Which is to the right of B. In C, there is a large blue triangle that is below a medium blue square. There is a medium black circle near and to the right of the medium blue square. To the right of the black circle there is a large black triangle.",What block has all medium sized objects inside?,FB,"A, B, C",A,['Quantifier'],"The answer is A.

The medium yellow square is touching the left side of a medium black circle, which is in turn touching the medium blue circle. So, A has all the medium sized objects inside.",Block A,A,A,A,A,A
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",What object is to the left of the black thing in C? the small blue circle  or  the yellow triangle ?,CO," the small blue circle ,  the yellow triangle , both of them, none of them", the small blue circle ,"['Lists/Sets', ' Transitivity']","The small blue circle.

The context describes an object to the left of the black thing in C, and the small blue circle is that object.",None of them,the small blue circle,the yellow triangle,the small blue circle,the small blue circle,the yellow triangle
There is a block. We called it A. It has four medium squares. Two of them are yellow and two of them are blue. one of the blue square is touching the bottom edge of this block. The other bue square is on it. Then the yellow squares are on the second blue square. we have another block called B. block A is on this block. block B has two black square up on each other.,Which block has a square below a blue square?,FB,"A, B","A,  B","['Lists/Sets', ' Converse']","The answer is B.

The context describes that block A is on block B, and block B has two black squares up on each other. So, block B has a square below a blue square.",1-A,A,A,A,Block A,A
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a medium blue circle Which is near and above a small blue circle. In B, there is a large yellow triangle Which is to the right and touching a large blue triangle. There is also a small yellow triangle to the left of the large blue triangle. In C, there is a small blue circle that is far above a blue triangle. The blue triangle is to the left of a black triangle.",What object is to is not touching a large blue thing? the large yellow triangle  or  the small blue circle?,CO," the large yellow triangle ,  the small blue circle, both of them, none of them", the small blue circle,['Negation'],"The answer is the small blue circle.

The context describes the positions of the blocks and the circles, but it does not specify which object is touching which other object. Therefore, the small blue circle is not touching a large blue thing.",None of them,The small blue circle.,the small blue circle,the small blue circle,the small blue circle,the small blue circle
"We have three blocks A, B, and C. Block B is to the right of block A and C and also is above block C. Block A is above block C. Block A has a big blue square above a big blue triangle. Block B has a big black circle to the left of a medium black triangle which is above and to the left of a medium yellow square. Block C has a medium yellow circle touching the top edge of the block and a big black circle touvhing the bottom edge of the block. Above the big circle there is a medium blue triangle which is below and to the left of a big blue triangle.",Where is the yellow square regarding to the big black circle above a yellow circle?,FR,"left, right, above, below, near to, far from, touching, DK",right,,The yellow square is touching the bottom edge of the big black circle above a yellow circle.,Below,left,above,Above (or Near to),right,above
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small black circle near and above a small yellow triangle. The small yellow triangle is far above the large blue circle. There is a large black square near and to the right of the large blue circle. In B, there is a small blue square near and above a small black circle. The small black circle near and above a large yellow circle. The large yellow circle is far above a large black circle. In C, there is a large blue circle near and to the left of a small blue triangle. The small blue triangle is far to the left small yellow triangle. The small yellow triangle is near and to the left of a small black square.","What object is near and below the small black thing in B, the small blue square or the large yellow circle? the small blue square  or  the large yellow circle ?",CO," the small blue square ,  the large yellow circle , both of them, none of them", the large yellow circle ,"['Symmetry', ' Converse']","The answer is the large yellow circle.

The context describes an object near and below the small black thing in B, and the large yellow circle is that object.",neither of them,the small blue square,the small blue square,the small blue square,the small blue square,the large yellow circle
"There is a block called A. In A, there are four blue circles: two small ones, a medium one, and a large one. The two small circles are below the large circle. The medium circle is far above and to the left of the large circle. There is another block called B, Which is to the right of A. In B, there is a blue triangle near the right edge of B. There is another block called C, Which is to the right of B. In C, there is a yellow circle, a large yellow triangle, and a black square. The yellow circle is near and to the left of the yellow triangle. The black square is to the right and below the yellow triangle.",Does A have any yellow things inside of it?,YN,"Yes, No, DK",No,['Quantifier'],"No, the context does not provide any information about yellow things inside of block A, so the answer is No.",No,No.,No,No,No,No
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Which object is below the yellow shape? the small blue circle  or  the big blue circle?,CO," the small blue circle ,  the big blue circle, both of them, none of them", the big blue circle,"['Lists/Sets', ' Converse']","The answer is the big blue circle.

The context describes the position of the blocks and the relative sizes of the circles and squares. The big blue circle is below the yellow shape, so it is the object that is below the yellow shape.",Both of them,the big blue circle,the big blue circle,the big blue circle,the big blue circle,the big blue circle
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a medium blue circle Which is near and above a small blue circle. In B, there is a large yellow triangle Which is to the right and touching a large blue triangle. There is also a small yellow triangle to the left of the large blue triangle. In C, there is a small blue circle that is far above a blue triangle. The blue triangle is to the left of a black triangle.",What block has all of the black objects inside of it?,FB,"A, B, C",C,['Quantifier'],"The answer is B.

B is to the right of A and C is to the right of B, so B has all of the black objects inside of it.",C,A,C,C,C,C
"There are two blocks called A and B. A is to the right of B. In A, there is a blue triangle, Which is above a orange rectangle, Which is above a black circle. The black circle is touching the bottom of A. In B there are four squares. A yellow square is above a white square and to the left of a green square. A large purple square is touching the bottom of B and is to the left and near of the white square. The green square is on top of the purple square.",Is orange thing to the right of the white thing?,YN,"Yes, No, DK",No,['Lists/Sets'],"Yes, the answer is Yes. Orange thing is to the right of the white thing.",No,Yes.,Yes,Yes,No,Yes
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large yellow square that is near and to the left of a small yellow square. Below the small square is a medium yellow circle. In B, there is a small black triangle that is to the left of a large black square. Far below the black square is a small blue circle. In C, there is a medium blue triangle.",What object is to the right of the large black square the medium blue triangle  or  the small black triangle?,CO," the medium blue triangle ,  the small black triangle, both of them, none of them", the medium blue triangle ,['Lists/Sets'],"The answer is the small black triangle.

The context describes the positions of the objects in relation to each other, and the small black triangle is to the left of the large black square, which is to the left of the medium blue triangle.",Both of them,The small black triangle.,the small black triangle,None of them,the medium blue triangle,the small black triangle
"There is a block named A. In A, there is a pink triangle that touches the bottom of A. There is also a white triangle that touches the left edge of A, a red triangle that touches the top of A, and a green triangle that touches the right edge of A. Below A there is a block called B. In B, there is a small square, a large square, and a yellow circle. The large square is to the right of and near the yellow circle. The yellow circe is to the right of and above the small square. Below B there is a blocked named C. In C, there is a brown oval that is on top of a blue rectangle.",What block has all of the triangles?,FB,"A, B, C",A,['Quantifier'],"The answer is A.

The block contains the pink triangle, the white triangle, the red triangle, and the green triangle.",A,A,A,A,A,A
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Is C to the right of A?,YN,"Yes, No, DK",Yes,"['Transitivity', ' Converse']","Yes, the answer is Yes.

The context describes the positions of blocks A, B, and C relative to each other. C is to the right of A, and B is to the right of A. Therefore, C is to the right of A.",Yes,DK,Yes,Yes,Yes,Yes
"There are three blocks called A, B, and C. In block A, there is a small blue square far above a small blue circle. There is a small black triangle far to the right of both small blue objects. The black triange is near and above a medium blue square. The medium blue square is touching the right edge of A and is near and above a medium black circle. Near and to the right of the medium black circle is a medium yellow triangle. The yellow triangle is to the left of the small blue circle. In B, which is to the right of A, there is a large blue square near and to the left of a large yellow triangle. There is also a small yellow triangle far below the square. In C, which is to the right of B. there is a small yellow circle near and above a small yellow triangle. The small yellow triangle is touching the top of a medium black triangle. The black triangle is touching the right edge of C. There is a large blue circle far below the black triangle.",What is the relation between the medium black thing in A and the large blue thing in C?,FR,"left, right, above, below, near to, far from, touching, DK",left,"['Lists/Sets', ' Transitivity']","The answer is ""touching"".

The medium black thing in A and the large blue thing in C are touching each other.",Below,left,far from,Far from,above,above
There are two blocks A and B. Block A has two medium yellow circle and a medium yellow triangle. The medium circle number one is to the right of the yellow triangle which is to the right of the medium circle number two. This block also has a medium black triangle touching the bottom edge of it. Block B is to the right of the block A. It has two medium yellow circle and a medium black triangle. It also has a big blue square above the medium yellow circle number one. The medium triangle is to the left of the medium circle number one and to the right of the medium circle number two. The big square is to the right of the triangle.,Where is the circle number one in block B regarding to the triangle under a medium yellow circle?,FR,"left, right, above, below, near to, far from, touching, DK",right,,"The answer is ""right"".

The circle number one is to the right of the triangle under a medium yellow circle, so it is right of the triangle.",Below,left,right,Right (or Near to),right,right
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Where is the the square which is above a square regarding to the small object?,FR,"left, right, above, below, near to, far from, touching, DK",right,"['Lists/Sets', ' Converse']","The answer is ""above"".

The square which is above a square regarding to the small object is above.",Below,left,above,Above,right,right
"There is a block called A. In A, there is a medium blue square that is to the left of a small blue triangle. There is also a large blue triangle far above the small blue triangle. There is another block called B, Which is to the right of A. In B, there is a large yellow circle. There is another block called C, Which is to the right of B. In B, there is a medium yellow circle far below a small black square. There is also a large yellow square near and above the small black square . There is a medium yellow square that is far to the right of the medium yellow circle, and there is a small yellow square above the medium yellow square.",What object is far below the large blue thing? the small blue triangle  or  the large yellow circle ?,CO," the small blue triangle ,  the large yellow circle , both of them, none of them", the small blue triangle ,"['Converse', ' Symmetry']","The answer is the large yellow circle.

The context describes an object that is far below the large blue thing, and the large yellow circle is that object.",None of them,the small blue triangle,the large yellow circle,the small blue triangle,the small black square,the small blue triangle
"There exist a big red square, a big red triangle, a medium red square, and a small green circle in a block called A. The triangle and medium square are touching the bottom edge of the block. The big and medium square are touching the right edge of the block. And the circle is above the big square which is above the medium square. There is another block called B to the left of block A. A medium green square is touching the left edge of block B and is below a medium red square. The medium red square is above and to the left of a small green square. Also a medium red triangle is below and to the left of the small square.",What is the relation between the red square above a green object and a red triangle to the left of a green object?,FR,"left, right, above, below, near to, far from, touching, DK",above,,"The answer is ""left"".

The red square above the green object is to the left of the red triangle.","Above, left",left,"above, left","Above, Left",above,same size
"There are three blocks called A, B and C. A is to the left of B and B is to the left of C. In A, there is a small blue circle. In B, there is a large blue triangle that is touching the top of a small yellow triangle. In C, there are four circles, a large yellow one, a small blue one, a small black one, and a large black one. The large yellow circle is touching the large black circle and is above and near the small blue circle. The small black circle is near and to the right of the small blue circle. The large black circle is above and near the small black circle.",What block does not have a circle inside of it?,FB,"A, B, C",B,['Negation'],"The answer is C.

The context describes the positions of the blocks and the presence of circles within them. C is described as having four circles, which means it must have at least one circle inside of it.",DK,C,B,C,B,B
"I see three blocks. The first block is (A) has two big and medium green triangles. The medium one is above the big one. Below and to the left of these two triangles, there is a midsize green circle. below the first block the other blocks exist, block B and C. Block C is to the right of the block B. Block B has medium white rectangle and circle to the right of a medium green triangle. The rectangle is above the circle. Block C has a huge red rectangle touching bottom and right edge, a little white circle touching the top edge and a midsize red circle touching the left edge of the block.",What is to above the white rectangle? a white circle  or  a huge rectangle?,CO," a white circle ,  a huge rectangle, both of them, none of them",none of them,,"The answer is a huge rectangle.

The context describes the position of the elements in relation to each other, including the white rectangle being above the circle.",Both of them,a white circle,a huge rectangle,a white circle,a white circle,a medium green triangle
"There are three blocks A, B, and C. Block A is below blocks B and C. It has three circles. The fist circle is big and yellow which is touching the bottom edge of this block. Another is medium and blue which is to the right of the big yellow circle and below and to the right of the medium yellow circle. Block B has a medium yellow circle and a medium black square which are touhing the right edge of this block. there is amedium blue circle to the left of the yellow and black objects in this block. Block C is to the right of the block B. It has a big yellow square that is touching the right edge of the block. It is above a big blue triangle. To the right of the big blue triangle there is a small black circle.",What is the relation between the big yellow circle and the yellow circle above a blue circle?,FR,"left, right, above, below, near to, far from, touching, DK",below,,"The answer is ""touching"".

The big yellow circle is touching the bottom edge of the block that the medium yellow circle is on.",Below,above,"above, touching",Touching,right,same size
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",What block is to the left of B,FB,"A, B, C",A,['Converse'],"The answer is B.

The context describes the positions of blocks A, B, and C relative to each other. B is to the right of A, and the large yellow square is near and to the left of a small yellow square. Therefore, B is to the left of A.",A,A,A,B,A,A
"There are three blocks A, B, and C. Block A is below blocks B and C. It has three circles. The fist circle is big and yellow which is touching the bottom edge of this block. Another is medium and blue which is to the right of the big yellow circle and below and to the right of the medium yellow circle. Block B has a medium yellow circle and a medium black square which are touhing the right edge of this block. there is amedium blue circle to the left of the yellow and black objects in this block. Block C is to the right of the block B. It has a big yellow square that is touching the right edge of the block. It is above a big blue triangle. To the right of the big blue triangle there is a small black circle.",What is the relation between the small circle and the big square?,FR,"left, right, above, below, near to, far from, touching, DK",left,,"The answer is ""touching"".

The small circle is touching the right edge of the big square.",Below,above,near to,Touching,right,right
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small blue circle far to the left of a medium yellow square. In B, there is a small blue circle. In C, there is a medium yellow square near and below a large blue square. The large blue square is near and below the small black triangle.The black triangle is far to the right of a small yellow triangle. There is a medium blue triangle near and to the right of the small black triangle.",Is the small blue thing in B to the right of the small blue thing in A?,YN,"Yes, No, DK",Yes,"['Lists/Sets', ' Converse']","Yes, the small blue thing in B is to the right of the small blue thing in A.",No,Yes.,Yes,No,Yes,Yes
"There are three blocks A, B and C. Block A has a medium white triangle and a small red rectangle. There exists a medium white rectangle to the left of the triangle and to the right of the red rectangle. Aove block A there is block B. It has a small white oval touching the bottom edge of the block and a medium white triangle to the right of it. Below block A there is block C. Its has a small green triangle touching the top edge of the block. A medium white triangle is below a small green rectangle. Another small green triangle is below and to the right of the white triangle.",Where is the small shape below the green rectangle regarding to the triangle touching the top edge of a block?,FR,"left, right, above, below, near to, far from, touching, DK",below,,"The correct answer is ""left"".

The small shape is below the green rectangle regarding to the triangle touching the top edge of a block.",Below,below,below,Below,below,below
"We have three blocks A, B, and C. Block C is below block A and B. Block A has a blue square which is touching the bottom edge of the block and a yellow square which is on top of the blue square. Block B has a yellow square touching the bottom edge of it. And block C has three squares. The first one is yellow and touching the bottom edge of the block. The second one is black and is on top of the yellow one and the third one is also black and on top of the second square.",Are all black squares touching a square?,YN,"Yes, No, DK",Yes,,"No, the answer is No.
The context describes the positions of the squares, but it does not specify whether the black squares are touching the yellow square.",No,Yes.,Yes,Yes,Yes,Yes
"There is a block called A. In A, there is a medium blue triangle that is near and above a large yellow triangle. There is a large yellow square far to the right of the large yellow triangle. The large yellow square is near and below a small blue circle. The small blue circle is near and below black triangle. The black triangle far to the right of the medium blue triangle. There is a small blue square be near to the right of a small black triangle. In B, which is to the right of A, there is a medium blue circle touching the bottom edge of B. In C, which is to the right of B, there is a large yellow square touching the bottom edge of C.",What block does not have any squares inside of it?,FB,"A, B, C",B,"['Negation', ' Quantifier']","The correct answer is B.

B is to the right of A, and A has no squares inside of it.",DK,C,DK,A,A,B
There are two blocks A and B. Block A has two medium yellow circle and a medium yellow triangle. The medium circle number one is to the right of the yellow triangle which is to the right of the medium circle number two. This block also has a medium black triangle touching the bottom edge of it. Block B is to the right of the block A. It has two medium yellow circle and a medium black triangle. It also has a big blue square above the medium yellow circle number one. The medium triangle is to the left of the medium circle number one and to the right of the medium circle number two. The big square is to the right of the triangle.,Are all medium yellow objects to the left of the big square?,YN,"Yes, No, DK",No,,"No, the answer is No.

The context describes the positions of the blocks and the objects within them, but it does not specify the relative positions of the medium yellow objects. Therefore, we cannot conclude that all of them are to the left of the big square.",No,No.,No,Yes,No,No
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large black circle far below a medium blue triangle. The medium blue triangle is near and below a large blue square. The large blue square is near and to the right of a medium black square. There is a small yellow circle far to the right of the large blue square. In B, there is a medium yellow square near and below a large yellow triangle. The large yellow triangle is near and below a large blue triangle. The large blue triangle is near and to the right of a medium blue triangle. In C, there is a large blue triangle?","What object is not far from the medium black thing, the large blue square or the small yellow circle? the large blue square  or  the small yellow circle ?",CO," the large blue square ,  the small yellow circle , both of them, none of them", the large blue square ,"['Negation', ' Symmetry']","The answer is the small yellow circle.

The small yellow circle is far to the right of the large blue square, but it is not far from either the large blue square or the medium black thing.",neither of them,The large blue square.,the large blue square,neither of them,The medium black square.,the small yellow circle
"There is a block named A. In A, there is a pink triangle that touches the bottom of A. There is also a white triangle that touches the left edge of A, a red triangle that touches the top of A, and a green triangle that touches the right edge of A. Below A there is a block called B. In B, there is a small square, a large square, and a yellow circle. The large square is to the right of and near the yellow circle. The yellow circe is to the right of and above the small square. Below B there is a blocked named C. In C, there is a brown oval that is on top of a blue rectangle.",Is the red object below the blue object?,YN,"Yes, No, DK",No,['Lists/Sets'],"No, the answer is No.

The red object is not below the blue object.",No,Yes.,No,Yes,No,No
"There is a block called A which has a medium yellow triangle. To the right of the block A, there is a block called B. It has three circles and a small black triangle. Two of the circles are medium blue which one of them touching the top edge of the block and the other is touching the bottom and left edge of the block B. Anothe circle is big and black which the small black triangle is below and tp the left of it. There is another block C which is to the left of the block A. it has a small black square that is touching the bottom edge of the block and a medium blue circle.",Which object is below a medium blue circle? the small square  or  the yellow triangle?,CO," the small square ,  the yellow triangle, both of them, none of them", the small square ,,"The answer is the yellow triangle.

The yellow triangle is below a medium blue circle.",None of them,the small square,the small square,the small square,the small square,the small square
There is a block. We called it A. It has four medium squares. Two of them are yellow and two of them are blue. one of the blue square is touching the bottom edge of this block. The other bue square is on it. Then the yellow squares are on the second blue square. we have another block called B. block A is on this block. block B has two black square up on each other.,Is there any square below all other squares?,YN,"Yes, No, DK",Yes,"['Lists/Sets', ' Transitivity']","No, the answer is No.

The context describes the position of the squares on the blocks, but it does not specify any squares below the other squares.",No,Yes.,Yes,Yes (one of the blue squares),Yes,Yes
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium yellow circle far to the right of a small yellow square. In B, there is a small yellow triangle near and above a medium blue circle. The medium blue circle is far above a large black triangle. In C, there is a small yellow circle near and to the right of a medium blue square. The medium blue square is near and to the right of the medium black square. The medium blue square is near and below a large black square. The large black square is near and below a small black circle.","What object is far below a the medium blue thing in B, the large black triangle or the small yellow triangle? the large black triangle  or  the small yellow triangle ?",CO," the large black triangle ,  the small yellow triangle , both of them, none of them", the large black triangle ,"['Symmetry', ' Converse']","The answer is the small yellow triangle.

The context describes the positions of the blocks and the objects within them, but it does not specify which object is far below the medium blue thing in B. Therefore, the small yellow triangle is the object that is far below the medium blue thing.",None of them,The object far below a medium blue thing in B is the large black triangle.,the large black triangle,the large black triangle,the large black triangle,the large black triangle
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium black triangle. In B, there is a small blue circle that is far below a medium yellow square. In C, there is a small yellow square near and above a small black triangle. The black triangle is near and to the right of a large black square. There is a medium blue triangle below the large black square.",Is the medium yellow thing far from the small blue thing?,YN,"Yes, No, DK",Yes,['Symmetry'],"Yes. The answer is Yes.

The context describes the positions of the blocks and the triangle, and it is clear that the medium yellow thing is far from the small blue thing.",No,Yes.,Yes,Yes,No,Yes
"There are three blocks called A, B, and C. A is on top of B and B is on top of C. In A there are 3 circles: a small red one, a green one, and a big blue one. The small red and green circles are above the big blue circle. The big blue circle is touching the bottom edge of A, and the green circle is touching the top edge of A. In B there is a orange triangle, Which is above a purple rectangle. The purple rectangle is touching the bottom edge of B. In C, there are 3 squares, a small white one, a small black one, and a large yellow one. The small white square is touching the left edge of C, while the small black square is touching the right edge of C. The large yellow square is adjacent to the white square, and is touching the bottom edge of C.",What object is not above the purple rectangle? the orange triangle or  the white square?,CO," the orange triangle,  the white square, both of them, none of them", the white square,['Negation'],"The orange triangle is not above the purple rectangle.
The answer is A.",neither of them,the white square,the white square,the white square,the orange triangle,the white square
"There is a block called A. In A, there is a medium blue square that is to the left of a small blue triangle. There is also a large blue triangle far above the small blue triangle. There is another block called B, Which is to the right of A. In B, there is a large yellow circle. There is another block called C, Which is to the right of B. In B, there is a medium yellow circle far below a small black square. There is also a large yellow square near and above the small black square . There is a medium yellow square that is far to the right of the medium yellow circle, and there is a small yellow square above the medium yellow square.",Is the object in B above the small yellow thing?,YN,"Yes, No, DK",DK,['No Data'],"No, the object in B is not above the small yellow thing.",No,Yes.,No,Yes,Yes,No
"We have three blocks A, B, and C. Block C is below block A and B. Block A has a blue square which is touching the bottom edge of the block and a yellow square which is on top of the blue square. Block B has a yellow square touching the bottom edge of it. And block C has three squares. The first one is yellow and touching the bottom edge of the block. The second one is black and is on top of the yellow one and the third one is also black and on top of the second square.",Where is the square in block B regarding to blue square?,FR,"left, right, above, below, near to, far from, touching, DK",DK,,"The square in block B regarding to the blue square is ""above"".

The output is 5 words, which is the correct answer.",Below,left,above,touching (or adjacent to),below,right
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large yellow square that is near and to the left of a small yellow square. Below the small square is a medium yellow circle. In B, there is a small black triangle that is to the left of a large black square. Far below the black square is a small blue circle. In C, there is a medium blue triangle.",What object is not near the small yellow thing? the large yellow square  or  the medium blue triangle?,CO," the large yellow square ,  the medium blue triangle, both of them, none of them", the medium blue triangle,['Negation'],"The correct answer is ""both of them"".

The small yellow square and the medium blue triangle are both not near the small yellow thing.",neither of them,The medium blue triangle.,the medium blue triangle,the medium blue triangle,the medium blue triangle,the medium blue triangle
"There is a block called A. Inside there's a red oval that is above a blue triangle. The blue triangle is touching the right edge of A and the top of a large black square. Touching the bottom edge of A is  a small orange square. The is a block called B Which is to the right and touching A. Inside B there are 5 triangles, a red one, a green one, a large yellow one, a brown one, and an orange one. The red and orange triangles are touching the left edge of B and the orange triangle is above the red triangle. The large yellow triangle is touching the top edge of B. The green triangle is touching the right edge of B. The brown triangle is below all of the other triangles and is touching the bottom of B.",Is the green thing above the yellow thing?,YN,"Yes, No, DK",No,['Symmetry'],"No, the answer is No.

The green triangle is touching the right edge of B, while the yellow triangle is touching the top edge of B. So the green thing is not above the yellow thing.",No,Yes.,No,No,No,No
"We have three blocks A, B, and C. Block C is below block A and B. Block A has a blue square which is touching the bottom edge of the block and a yellow square which is on top of the blue square. Block B has a yellow square touching the bottom edge of it. And block C has three squares. The first one is yellow and touching the bottom edge of the block. The second one is black and is on top of the yellow one and the third one is also black and on top of the second square.",Which block has a blue object above a yellow square?,FB,"A, B, C",A,,"The answer is C.

Block C has a blue object above a yellow square.",Block A,A,A,A,Block A,A
"There are three blocks called A, B, and C. A is to the left of B Which is to the left of C. In A, there is a large black triangle near and above a large black square. To the right of the black triangle is a large blue triangle. In B, there is a medium yellow square near and below a small blue circle. In C, there is a small blue square far above a small yellow square. There is a small blue circle to the right of the small yellow square. There is a medium yellow circle near and to the right of the small blue circle. There is also a medium blue circle below the medium yellow circle.",What object is not near the medium yellow thing in C? the large black triangle  or  the large blue triangle ?,CO," the large black triangle ,  the large blue triangle , both of them, none of them",both of them,['Negation'],"The answer is ""both of them"".

The large black triangle and the large blue triangle are both near the medium yellow thing in C. So, both of them are not near the medium yellow thing in C.",None of them,the large black triangle,the large blue triangle,the large black triangle,the large blue triangle,both of them
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a medium blue square near and to the left of a medium black triangle. The medium black triangle is near and below a medium yellow square. In B, there is a small blue square far to the left of a large black circle. There is a medium yellow circle far above the black circle. In C, there is a large yellow square",What object has all of the triangles inside of it?,FB,"A, B, C",A,['Quantifier'],"The answer is A.

The context describes that A is to the left of B and B is to the left of C. So, A is to the left of both B and C. And in A, there is a medium blue square near and to the left of a medium black triangle. So, the object that has all of the triangles inside of it is A.",A,A,DK,C (or Don't Know if more information about the spatial relationship between objects is needed),A only,A
We have one block called A. there is a big blue circle touching bottom edge and a small blue triangle touching the top edge and another small blue triangle touching right edge of this block. There is a big yellow square above the big circle and below small triangle number one. It is to the left of small triangle number two. This block also has a small yellow and a small black triangles. Both of them are above the big circle and below the big square.,Is there any triangle to the left of triangle number two?,YN,"Yes, No, DK",Yes,['Transitivity'],"No, the answer is No.

The context describes a block with a circle, a triangle, and two smaller triangles. There is no information about any triangles to the left of triangle number two, so the answer is No.",Yes,Yes.,Yes,Yes,Yes,No
"There are two blocks called A and B. A is to the right of B. In A, there is a blue triangle, Which is above a orange rectangle, Which is above a black circle. The black circle is touching the bottom of A. In B there are four squares. A yellow square is above a white square and to the left of a green square. A large purple square is touching the bottom of B and is to the left and near of the white square. The green square is on top of the purple square.",Is the blue thing above a black thing?,YN,"Yes, No, DK",Yes,['Transitivity'],"Yes, the blue thing is above a black thing. 

The context describes the positions of the objects in relation to each other, including the blue triangle being above the black circle, which is touching the bottom of the A block.",Yes,Yes.,Yes,Yes,Yes,Yes
"There are three blocks called A, B, and C. A is on top of B and B is on top of C. In A there are 3 circles: a small red one, a green one, and a big blue one. The small red and green circles are above the big blue circle. The big blue circle is touching the bottom edge of A, and the green circle is touching the top edge of A. In B there is a orange triangle, Which is above a purple rectangle. The purple rectangle is touching the bottom edge of B. In C, there are 3 squares, a small white one, a small black one, and a large yellow one. The small white square is touching the left edge of C, while the small black square is touching the right edge of C. The large yellow square is adjacent to the white square, and is touching the bottom edge of C.",Is a circle below a rectangle?,YN,"Yes, No, DK",No,['Symmetry'],"Yes. The output is 1. The question asks if a circle is below a rectangle, and the context clearly states that a circle is below a rectangle.",No,Yes.,No,No,No,Yes
