Unnamed: 0,story,question,q_type,reasoning_type,choices,answer,model_answer
246,"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small black triangle near and below a large yellow circle. Far to the right of the yellow circle is a small blue square. In B, there is a large black triangle far below a small blue circle. The small blue circle is near and below a small blue triangle. In C, there is a small blue circle.","What object is not near the small black thing, the large yellow circle or the large black triangle ? the large yellow circle  or  the large black triangle ?",CO,"['Negation', ' Symmetry']","[' the large yellow circle ', ' the large black triangle ', 'both of them', 'none of them']",[' the large black triangle '],[' the large black triangle ']
164,"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large yellow square that is near and to the left of a small yellow square. Below the small square is a medium yellow circle. In B, there is a small black triangle that is to the left of a large black square. Far below the black square is a small blue circle. In C, there is a medium blue triangle.",What is the relationship between the small yellow thing and the large yellow thing?,FR,"['Converse', ' Symmetry']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['right', 'near to']","['near to', 'left']"
182,"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large blue triangle that is near and below a medium black triangle. There is also a large black triangle that is near and below the large blue triangle. In B, there are two medium blue circles that are to the left of a medium black circle. The black circle is near and above a large blue circle. In C, there is a large yellow circle that is near and to the left of a small black triangle. There is also a large blue triangle near and to the right of the small black triangle.",What block does not have any circles inside of it?,FB,"['Negation', ' Quantifier']","['A', 'B', 'C']",['A'],['A']
330,"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.",Is the large black square far below the other large black thing?,YN,"['Symmetry', ' Converse']","['Yes', 'No', 'DK']",['Yes'],['Yes']
280,"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small blue triangle. In B, there is a large blue circle near and to the right of a small yellow square. The yellow square is near and to the right of a small black circle. In C, there is a small yellow circle near and below a medium black triangle. There is a small blue square near and above the black triangle.",Is the large blue thing above a small black thing?,YN,['No Data'],"['Yes', 'No', 'DK']",['DK'],['No']
149,"There are three blocks called A, B, and C. In A, there is a large blue circle that is near and to the left of a large yellow circle. There is also a medium black triangle below the blue circle. In B, Which is to the right of A, there are three small blue circles far above two small black triangles. C is to the right of B. In C, there is a large blue triangle that is near and to the left of a medium black circle. There is also a large black triangle near and below the large blue triangle.",Are the small black things below the small blue things,YN,['Converse'],"['Yes', 'No', 'DK']",['Yes'],['Yes']
360,"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Is the medium circle far from the blue circle?,YN,"['Symmetry', ' Converse']","['Yes', 'No', 'DK']",['No'],['No']
126,"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Is C to the right of A?,YN,"['Transitivity', ' Converse']","['Yes', 'No', 'DK']",['Yes'],['Yes']
63,"There are three blocks names A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small square Which is below and to the left of a yellow circle. In B, there is a yellow circle above and to the right of a large blue square. In C, there is a small black square that is below a small yellow triangle. Near and to the right of the square is a large black triangle. The large triangle is also to the left of and near a large blue square. Far above the blue square is a small yellow circle. The small triangle is to the left and far from the small circle.",Is the small black object in C near the small yellow thing in C?,YN,['Symmetry'],"['Yes', 'No', 'DK']",['No'],['Yes']
325,"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.",What is the relation between the large yellow thing and the small yellow thing?,FR,"['Symmetry', ' Converse']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['below', 'far from']",['above']
78,"There are three blocks named A, B, and C. B is to the right of A and C is to the right of B. In A there is a large black square that is touching left edge of A. In B, there is a large blue square Which is near and to the right of a large blue triangle. Far below the triangle there is a large yellow circle. The large yellow circle is touching the bottom of B. In C, there is a small blue circle that is to the right of a small black triangle.",What block does not have a circle inside of it?,FB,['Negation'],"['A', 'B', 'C']",['A'],['A']
151,"There are three blocks called A, B, and C. In A, there is a large blue circle that is near and to the left of a large yellow circle. There is also a medium black triangle below the blue circle. In B, Which is to the right of A, there are three small blue circles far above two small black triangles. C is to the right of B. In C, there is a large blue triangle that is near and to the left of a medium black circle. There is also a large black triangle near and below the large blue triangle.",Is the medium black thing in A to the left of the large black thing?,YN,"['Lists/Sets', ' Transitivity']","['Yes', 'No', 'DK']",['Yes'],['No']
80,"There are three blocks named A, B, and C. B is to the right of A and C is to the right of B. In A there is a large black square that is touching left edge of A. In B, there is a large blue square Which is near and to the right of a large blue triangle. Far below the triangle there is a large yellow circle. The large yellow circle is touching the bottom of B. In C, there is a small blue circle that is to the right of a small black triangle.",What object is to the left of the large blue square? the large black square  or  the small black triangle?,CO,['Lists/Sets'],"[' the large black square ', ' the small black triangle', 'both of them', 'none of them']",[' the large black square '],[' the large black square']
158,"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large yellow square that is near and to the left of a small yellow square. Below the small square is a medium yellow circle. In B, there is a small black triangle that is to the left of a large black square. Far below the black square is a small blue circle. In C, there is a medium blue triangle.",Is the medium yellow thing below the large yellow thing?,YN,['Transitivity'],"['Yes', 'No', 'DK']",['Yes'],['No']
98,"There are three blocks named A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small yellow triangle that is near and to the left of a medium yellow circle. In B, there is a medium black circle Which is above a large blue triangle. The large triangle is above and near a small blue circle. There is also a large black circle far below the small blue circle. In C, there is a medium blue circle.",What block does not have a triangle inside of it?,FB,['Negation'],"['A', 'B', 'C']",['C'],['C']
46,"There is a block called A. In A, there are four circles that are touching the bottom of A. The red circle is touching and to the left of the yellow circle. The pink circle is touching and to the right of the green circle. The yellow circle is touching and to the left of the green circle. Touching the bottom of A is a block called B. In B, there is a blue rectangle touching the top and the left of B. Near and to the right of the blue rectangle is a purple rectangle that is also touching the top of B. At the bottom of B there is a white triangle. Far to the left of B there is a block called C. In C, there is a brown oval that is to the right of an  orange square.",What block does not have a triangle inside?,FB,['Negation'],"['A', 'B', 'C']","['A', 'C']","['A', 'C']"
124,"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Is the large thing below a black thing?,YN,['Converse'],"['Yes', 'No', 'DK']",['Yes'],['No']
89,"There is a block called A. In A, there are four blue circles: two small ones, a medium one, and a large one. The two small circles are below the large circle. The medium circle is far above and to the left of the large circle. There is another block called B, Which is to the right of A. In B, there is a blue triangle near the right edge of B. There is another block called C, Which is to the right of B. In C, there is a yellow circle, a large yellow triangle, and a black square. The yellow circle is near and to the left of the yellow triangle. The black square is to the right and below the yellow triangle.",What block does not have a circle inside of it?,FB,['Negation'],"['A', 'B', 'C']",['B'],['B']
175,"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium black triangle. In B, there is a small blue circle that is far below a medium yellow square. In C, there is a small yellow square near and above a small black triangle. The black triangle is near and to the right of a large black square. There is a medium blue triangle below the large black square.",What is the relation between small black thing and the small yellow thing?,FR,"['Converse', ' Symmetry']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['below', 'near to']","['near to', 'above']"
213,"There is a block called A. In A, there is a small black square near and to the left of a large blue triangle. The large blue triangle is also to the left of and below a small yellow circle. In a block called B, Which is to the left of A, there a large blue square that is near and above a small blue circle. The small blue circle is near and above a medium yellow square. There is another block called C, Which is to the left of B. In C, there is a large yellow square that is near and to the left of a large yellow circle.",What block has all of the triangles inside of it?,FB,['Quantifier'],"['A', 'B', 'C']",['A'],['A']
319,"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.",Is the large black thing in C to the left of a yellow thing?,YN,"['Lists/Sets', ' Converse']","['Yes', 'No', 'DK']",['No'],['No']
208,"There is a block called A. In A, there is a small black square near and to the left of a large blue triangle. The large blue triangle is also to the left of and below a small yellow circle. In a block called B, Which is to the left of A, there a large blue square that is near and above a small blue circle. The small blue circle is near and above a medium yellow square. There is another block called C, Which is to the left of B. In C, there is a large yellow square that is near and to the left of a large yellow circle.",Is the large blue thing in B below the medium yellow thing?,YN,"['Transitivity', ' Converse']","['Yes', 'No', 'DK']",['No'],['No']
367,"There are three blocks A, B and C. A blue triangle is touching the right edge of block A. Block B has four objects. There is a medium black square at the top of this block. There is a big blue square at the top of this block and near to the medium square. Two big black circles are below these objects. one of the circles is touching the bottom edge of its block. block C is above A and block B is above it. Three medium blue triangles and two squares are in this block. the squares are below all triangles. two of the triangles and one of the squares are to the left of the  other square.",Which block has a triangle below a circle?,FB,"['Lists/Sets', ' transitivity', ' converse', ' Quantifier']","['A', 'B', 'C']","['A', ' C']",['DK']
59,"There is a block named A. In A, there is a pink triangle that touches the bottom of A. There is also a white triangle that touches the left edge of A, a red triangle that touches the top of A, and a green triangle that touches the right edge of A. Below A there is a block called B. In B, there is a small square, a large square, and a yellow circle. The large square is to the right of and near the yellow circle. The yellow circe is to the right of and above the small square. Below B there is a blocked named C. In C, there is a brown oval that is on top of a blue rectangle.",What is the relation between the small objects and large objects?,FR,['Transitivity'],"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['left', 'far from']",['below']
185,"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large blue triangle that is near and below a medium black triangle. There is also a large black triangle that is near and below the large blue triangle. In B, there are two medium blue circles that are to the left of a medium black circle. The black circle is near and above a large blue circle. In C, there is a large yellow circle that is near and to the left of a small black triangle. There is also a large blue triangle near and to the right of the small black triangle.",What is the relation between the small black thing and the medium black thing in A?,FR,"['Lists/Sets', ' Transitivity']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['right', 'far from']",['above']
26,"There are three blocks called A, B, and C. B is to the right of and touching the right edge of A and C is above and touching the top of B. In A, there is a blue square touching the left edge of A. A red triangle is next to the blue square and is above a yellow circle is touching the bottom edge of A. In B, there is a purple rectangle and an orange oval. The orange oval is touching the right edge of B and the rectangle is near and to the left of and the oval. In C, there is a small triangle a large triangle and a pink triangle. The small triangle is above the large triangle and is touching the top of C. The pink triangle is touching the bottom of C, with the large triangle to the right of the pink triangle.",Is the blue thing above the purple thing?,YN,['Lists/Sets'],"['Yes', 'No', 'DK']",['DK'],['No']
256,"There are three blocks called A, B and C. B is to the left of A and C is to the left of B. In A, there is a large blue triangle that is near and to the right of a medium yellow circle. There is also a large black square near and to the left of the medium yellow circle. In B, there is a medium yellow triangle that is near and above a large black square. Near and below the black square is a medium blue circle. In C, there is a small blue triangle to the right of a small black triangle. Near and to the left of the of the small black triangle is a large blue triangle.","What object is to the right of small blue thing, the medium yellow circle or the small black triangle? the medium yellow circle  or  the small black triangle ?",CO,"['Lists/Sets', ' Transitivity']","[' the medium yellow circle ', ' the small black triangle ', 'both of them', 'none of them']",[' the medium yellow circle '],[' the small black triangle ']
346,There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Which object is below the yellow shape? the small blue circle  or  the big blue circle?,CO,"['Lists/Sets', ' Converse']","[' the small blue circle ', ' the big blue circle', 'both of them', 'none of them']",[' the big blue circle'],[' the big blue circle']
50,"There is a block called A. In A, there are four circles that are touching the bottom of A. The red circle is touching and to the left of the yellow circle. The pink circle is touching and to the right of the green circle. The yellow circle is touching and to the left of the green circle. Touching the bottom of A is a block called B. In B, there is a blue rectangle touching the top and the left of B. Near and to the right of the blue rectangle is a purple rectangle that is also touching the top of B. At the bottom of B there is a white triangle. Far to the left of B there is a block called C. In C, there is a brown oval that is to the right of an  orange square.",Which object is not touching another object? the orange square  or  the yellow circle ?,CO,['Negation'],"[' the orange square ', ' the yellow circle ', 'both of them', 'none of them']",[' the orange square '],[' the orange square ']
286,"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small blue triangle. In B, there is a large blue circle near and to the right of a small yellow square. The yellow square is near and to the right of a small black circle. In C, there is a small yellow circle near and below a medium black triangle. There is a small blue square near and above the black triangle.","What object is not near the thing in A, the small yellow circle or the medium black triangle? the small yellow circle  or  the medium black triangle ?",CO,"['Negation', ' Symmetry']","[' the small yellow circle ', ' the medium black triangle ', 'both of them', 'none of them']",['both of them'],[' the small yellow circle ']
316,"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.","What object is not near the medium blue thing in C, the medium black triangle or the small blue triangle? the medium black triangle  or  the small blue triangle ?",CO,"['Negation', ' Symmetry']","[' the medium black triangle ', ' the small blue triangle ', 'both of them', 'none of them']",[' the small blue triangle '],[' the small blue triangle ']
142,"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Which object is left of a black square? the yellow triangle  or  the small circle ?,CO,"['Transitivity', ' reverse']","[' the yellow triangle ', ' the small circle', 'both of them', 'none of them']",[' the small circle'],[' the small circle']
123,"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a medium blue circle Which is near and above a small blue circle. In B, there is a large yellow triangle Which is to the right and touching a large blue triangle. There is also a small yellow triangle to the left of the large blue triangle. In C, there is a small blue circle that is far above a blue triangle. The blue triangle is to the left of a black triangle.",What object is to the right of the small yellow thing? the large yellow triangle  or  the medium blue circle?,CO,"['Transitivity', ' Converse']","[' the large yellow triangle ', ' the medium blue circle', 'both of them', 'none of them']",[' the large yellow triangle '],[' the large blue triangle']
160,"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large yellow square that is near and to the left of a small yellow square. Below the small square is a medium yellow circle. In B, there is a small black triangle that is to the left of a large black square. Far below the black square is a small blue circle. In C, there is a medium blue triangle.",Is the small blue thing far from the large black thing?,YN,['Symmetry'],"['Yes', 'No', 'DK']",['Yes'],['Yes']
201,"There are three blocks called A, B, and C. A is to the left of B Which is to the left of C. In A, there is a large black triangle near and above a large black square. To the right of the black triangle is a large blue triangle. In B, there is a medium yellow square near and below a small blue circle. In C, there is a small blue square far above a small yellow square. There is a small blue circle to the right of the small yellow square. There is a medium yellow circle near and to the right of the small blue circle. There is also a medium blue circle below the medium yellow circle.",Is the small yellow thing to the left of the medium yellow thing in C?,YN,"['Transitivity', ' Converse']","['Yes', 'No', 'DK']",['Yes'],['Yes']
21,"There is a block called A. Inside there's a red oval that is above a blue triangle. The blue triangle is touching the right edge of A and the top of a large black square. Touching the bottom edge of A is  a small orange square. The is a block called B Which is to the right and touching A. Inside B there are 5 triangles, a red one, a green one, a large yellow one, a brown one, and an orange one. The red and orange triangles are touching the left edge of B and the orange triangle is above the red triangle. The large yellow triangle is touching the top edge of B. The green triangle is touching the right edge of B. The brown triangle is below all of the other triangles and is touching the bottom of B.",What object is touching the bottom of the blue triangle? the brown triangle  or  the black square?,CO,['Converse'],"[' the brown triangle ', ' the black square', 'both of them', 'none of them']",[' the black square'],[' the black square']
1,"There is a block called A. In A there is a red triangle Which is above a black circle. The black circle is touching the bottom of A. A yellow square is touching the top edge of A and below that there is a red oval is touching the right edge of A. There is a second block call B Which is to the left of A. Inside B there are 3 squares, a brown one, a green one, and a red one. The green square is above the red square and touching the left edge of B. The brown square is touching both the bottom edge and the right edge of B. The red square is touching the left edge of the brown square.",Is the oval to the right of the brown thing?,YN,['Converse'],"['Yes', 'No', 'DK']",['Yes'],['Yes']
347,There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,What is above the circle that is below a circle? the yellow square  or  the red square?,CO,"['Lists/Sets', ' Converse']","[' the yellow square ', ' the red square', 'both of them', 'none of them']",['both of them'],[' the red square']
354,"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Is small blue circle in block B at the upside of the triangle in block B?,YN,['Transitivity'],"['Yes', 'No', 'DK']",['Yes'],['No']
144,"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",What block does not have any triangles inside?,FB,"['Quantifier', ' Negation']","['A', 'B', 'C']",['A'],['A']
114,"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a medium blue circle Which is near and above a small blue circle. In B, there is a large yellow triangle Which is to the right and touching a large blue triangle. There is also a small yellow triangle to the left of the large blue triangle. In C, there is a small blue circle that is far above a blue triangle. The blue triangle is to the left of a black triangle.",Is the small blue thing in A near a blue object?,YN,['Symmetry'],"['Yes', 'No', 'DK']",['Yes'],['Yes']
249,"There are three blocks called A, B and C. B is to the left of A and C is to the left of B. In A, there is a large blue triangle that is near and to the right of a medium yellow circle. There is also a large black square near and to the left of the medium yellow circle. In B, there is a medium yellow triangle that is near and above a large black square. Near and below the black square is a medium blue circle. In C, there is a small blue triangle to the right of a small black triangle. Near and to the left of the of the small black triangle is a large blue triangle.",Is the small blue thing to the left of the medium yellow thing in A?,YN,"['Lists/Sets', ' Transitivity']","['Yes', 'No', 'DK']",['Yes'],['No']
92,"There is a block called A. In A, there are four blue circles: two small ones, a medium one, and a large one. The two small circles are below the large circle. The medium circle is far above and to the left of the large circle. There is another block called B, Which is to the right of A. In B, there is a blue triangle near the right edge of B. There is another block called C, Which is to the right of B. In C, there is a yellow circle, a large yellow triangle, and a black square. The yellow circle is near and to the left of the yellow triangle. The black square is to the right and below the yellow triangle.",What object is above the black thing? the yellow triangle  or  the blue triangle?,CO,['Converse'],"[' the yellow triangle ', ' the blue triangle', 'both of them', 'none of them']",[' the yellow triangle '],[' the yellow triangle ']
18,"There is a block called A. Inside there's a red oval that is above a blue triangle. The blue triangle is touching the right edge of A and the top of a large black square. Touching the bottom edge of A is  a small orange square. The is a block called B Which is to the right and touching A. Inside B there are 5 triangles, a red one, a green one, a large yellow one, a brown one, and an orange one. The red and orange triangles are touching the left edge of B and the orange triangle is above the red triangle. The large yellow triangle is touching the top edge of B. The green triangle is touching the right edge of B. The brown triangle is below all of the other triangles and is touching the bottom of B.",What object is below the orange triangle? the red triangle  or  the yellow triangle?,CO,['Symmetry'],"[' the red triangle ', ' the yellow triangle', 'both of them', 'none of them']",[' the red triangle '],[' the red triangle ']
134,"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Is there any yellow object to the left of the black square?,YN,,"['Yes', 'No', 'DK']",['Yes'],['Yes']
154,"There are three blocks called A, B, and C. In A, there is a large blue circle that is near and to the left of a large yellow circle. There is also a medium black triangle below the blue circle. In B, Which is to the right of A, there are three small blue circles far above two small black triangles. C is to the right of B. In C, there is a large blue triangle that is near and to the left of a medium black circle. There is also a large black triangle near and below the large blue triangle.",What is the relation between the large yellow thing and the medium black thing in A?,FR,"['Transitivity', ' Converse']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['above', 'near to']","['near to', 'right']"
297,"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small yellow square near and to the left of a large yellow circle. The large circle is near and to the left of a large blue triangle. In B, there is a small yellow square near and below a large blue triangle. There is a medium black triangle near and above the large blue triangle. In C, there is a small black square far to the left and above a small blue circle. The blue circle is near and to the left of a large yellow square.","What object is near the small black thing, the small blue circle or the large yellow square? the small blue circle  or  the large yellow square ?",CO,['Symmetry'],"[' the small blue circle ', ' the large yellow square ', 'both of them', 'none of them']",['none of them'],[' the small blue circle ']
145,"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",What block is to the left of B,FB,['Converse'],"['A', 'B', 'C']",['A'],['A']
268,"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small blue square near and below a medium black triangle. Near and above the medium black triangle is a large blue circle. In B, there is a large yellow circle far above a medium black square. The medium black square is to the near and to the left of a small yellow square. In C, there is a large yellow circle far above a small black circle.",Is the medium black thing in A far below a large blue thing?,YN,"['Converse', ' Symmetry']","['Yes', 'No', 'DK']",['No'],['No']
314,"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",What is the relation between the medium blue thing in A and the large yellow thing?,FR,"['Converse', ' Symmetry']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['below', 'touching']",['above']
49,"There is a block called A. In A, there are four circles that are touching the bottom of A. The red circle is touching and to the left of the yellow circle. The pink circle is touching and to the right of the green circle. The yellow circle is touching and to the left of the green circle. Touching the bottom of A is a block called B. In B, there is a blue rectangle touching the top and the left of B. Near and to the right of the blue rectangle is a purple rectangle that is also touching the top of B. At the bottom of B there is a white triangle. Far to the left of B there is a block called C. In C, there is a brown oval that is to the right of an  orange square.",What is the relation between the white things and brown things?,FR,['Lists/sets'],"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['right', 'far from']",['far from']
231,"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a small blue circle near and above a medium blue circle. Far to the right of the circles is a large yellow square. In B, there is a small black square that is to the right of a small black triangle. There is also a small blue square far above the small black triangle. In C, there is a large black triangle that is near and above a small blue circle. The small blue circle is also near and above a small black triangle. To the left of the small black triangle is a medium yellow circle.",Does B have any yellow objects inside of it?,YN,['Quantifier'],"['Yes', 'No', 'DK']",['No'],['No']
196,"There is a block called A. In A, there is a medium blue square that is to the left of a small blue triangle. There is also a large blue triangle far above the small blue triangle. There is another block called B, Which is to the right of A. In B, there is a large yellow circle. There is another block called C, Which is to the right of B. In B, there is a medium yellow circle far below a small black square. There is also a large yellow square near and above the small black square . There is a medium yellow square that is far to the right of the medium yellow circle, and there is a small yellow square above the medium yellow square.",What object is not near the medium yellow square? the medium yellow circle  or  the small black square ?,CO,"['Symmetry', ' Negation']","[' the medium yellow circle ', ' the small black square ', 'both of them', 'none of them']",['none of them'],[' the medium yellow circle ']
69,"There are three blocks names A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small square Which is below and to the left of a yellow circle. In B, there is a yellow circle above and to the right of a large blue square. In C, there is a small black square that is below a small yellow triangle. Near and to the right of the square is a large black triangle. The large triangle is also to the left of and near a large blue square. Far above the blue square is a small yellow circle. The small triangle is to the left and far from the small circle.",What is the relation between the small yellow triangle in C and the large black thing in C?,FR,['Symmetry'],"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['left', 'near to']","['left', 'near to']"
362,"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Which object is between two triangles? a big blue shape  or  a medium circle?,CO,['Transitivity'],"[' a big blue shape ', ' a medium circle', 'both of them', 'none of them']",[' a big blue shape '],['none of them']
294,"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small yellow square near and to the left of a large yellow circle. The large circle is near and to the left of a large blue triangle. In B, there is a small yellow square near and below a large blue triangle. There is a medium black triangle near and above the large blue triangle. In C, there is a small black square far to the left and above a small blue circle. The blue circle is near and to the left of a large yellow square.",What is the relation between the small blue thing and the small black thing?,FR,"['Symmetry', ' Converse']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['right', 'below', 'far from']",['above']
272,"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small blue square near and below a medium black triangle. Near and above the medium black triangle is a large blue circle. In B, there is a large yellow circle far above a medium black square. The medium black square is to the near and to the left of a small yellow square. In C, there is a large yellow circle far above a small black circle.",What block does not have any squares inside of it?,FB,"['Negation', ' Quantifier']","['A', 'B', 'C']",['C'],['A']
313,"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",What block has all of the triangles inside of it?,FB,['Quantifier'],"['A', 'B', 'C']",['C'],['DK']
240,"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small black triangle near and below a large yellow circle. Far to the right of the yellow circle is a small blue square. In B, there is a large black triangle far below a small blue circle. The small blue circle is near and below a small blue triangle. In C, there is a small blue circle.",Is the small black thing to the right of the small blue thing in C?,YN,"['Lists/Sets', ' Transitivity']","['Yes', 'No', 'DK']",['No'],['No']
109,"There are three blocks called A, B and C. A is to the left of B and B is to the left of C. In A, there is a small blue circle. In B, there is a large blue triangle that is touching the top of a small yellow triangle. In C, there are four circles, a large yellow one, a small blue one, a small black one, and a large black one. The large yellow circle is touching the large black circle and is above and near the small blue circle. The small black circle is near and to the right of the small blue circle. The large black circle is above and near the small black circle.",What block has all of the black objects inside of it?,FB,['Quantifier'],"['A', 'B', 'C']",['C'],['C']
148,"There are three blocks called A, B, and C. In A, there is a large blue circle that is near and to the left of a large yellow circle. There is also a medium black triangle below the blue circle. In B, Which is to the right of A, there are three small blue circles far above two small black triangles. C is to the right of B. In C, there is a large blue triangle that is near and to the left of a medium black circle. There is also a large black triangle near and below the large blue triangle.",Is the large yellow thing near the large blue thing?,YN,['Symmetry'],"['Yes', 'No', 'DK']",['Yes'],['Yes']
