context,question,true_answer,choices,ollama/openchat,ollama/llama3,ollama/gemma,ollama/mistral
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small yellow square near and to the left of a large yellow circle. The large circle is near and to the left of a large blue triangle. In B, there is a small yellow square near and below a large blue triangle. There is a medium black triangle near and above the large blue triangle. In C, there is a small black square far to the left and above a small blue circle. The blue circle is near and to the left of a large yellow square.","What object is near the small black thing, the small blue circle or the large yellow square? the small blue circle  or  the large yellow square ?",['none of them'],"[' the small blue circle ', ' the large yellow square ', 'both of them', 'none of them']",['the large yellow square'],"[""the small blue circle"", ""the large yellow",['the small blue circle '],"[""the small blue circle""]"
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",Is the large yellow thing near and to the left of a medium blue thing?,['Yes'],"['Yes', 'No', 'DK']",['No'],['No'],['Yes'],['No']
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",Is the small blue thing in C to the right of the large blue thing in B?,['No'],"['Yes', 'No', 'DK']",['No'],['No'],['No'],['No']
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",Is the large black square far above the other large black object in B?,['No'],"['Yes', 'No', 'DK']",['Yes'],['No'],['No'],['Yes']
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",Is the large blue thing in B to the right of the large black things?,['DK'],"['Yes', 'No', 'DK']",['No'],['No'],['No'],['No']
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",What block does not have any yellow objects inside?,"['B', 'C']","['A', 'B', 'C']",['B'],"[""B""]",['C'],['C']
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",What block does not have any triangles inside of it?,['C'],"['A', 'B', 'C']",['B'],"[""B""]",['C'],['C']
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",What is the relation between the medium blue thing and the large yellow thing?,"['right', 'near to']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['near to'],['right'],['above'],['far from']
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",What is the relation between the small blue thing in A and the small blue thing in C?,"['right', 'far from']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['far from'],"[""far from""]",['far from'],['far from']
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.","What object is not near the large blue thing in C, the small blue circle in C or the large black circle? the small blue circle  or  the large black circle ?",['both of them'],"[' the small blue circle ', ' the large black circle ', 'both of them', 'none of them']",['the small blue circle'],"[""the large black circle ""]",['both of them'],"[""the small blue circle""]"
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.","What object is below the large black circle, the large black square or the large blue square? the large black square  or  the large blue square ?",[' the large black square '],"[' the large black square ', ' the large blue square ', 'both of them', 'none of them']",['the large black square'],"[""the large black square ""]",[' the large black square '],['the large black square']
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",Is the medium blue thing in C far above a small blue thing in C?,['Yes'],"['Yes', 'No', 'DK']",['No'],"[""Yes""]",['No'],['Yes']
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",Is the small yellow thing to the left of the large blue thing?,['Yes'],"['Yes', 'No', 'DK']",['Yes'],['Yes'],['Yes'],['Yes']
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",Does B have any yellow objects inside of it?,['No'],"['Yes', 'No', 'DK']",['No'],['No'],['Yes'],['No']
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",Is the medium blue thing in C to the left of the small blue thing in C?,['DK'],"['Yes', 'No', 'DK']",['No'],"[""No""]",['No'],['Yes']
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",What block has all of the triangles inside of it?,['C'],"['A', 'B', 'C']","['B', 'C']","[""C""]",['B'],"[""C""]"
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",What is the relation between the medium blue thing in A and the large yellow thing?,"['below', 'touching']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['below'],"[""near to""]",['above'],['above']
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",What is the relation between the large yellow thing and the medium black thing?,"['left', 'far from']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['DK'],"[""near to""]",['far from'],['below']
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.","What object is not near the medium blue thing in C, the medium black triangle or the small blue triangle? the medium black triangle  or  the small blue triangle ?",[' the small blue triangle '],"[' the medium black triangle ', ' the small blue triangle ', 'both of them', 'none of them']",['the small blue triangle'],"[""the medium black triangle ""]",['the medium black triangle '],"[""the small blue triangle""]"
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.","What object is to the right of the large black thing, the large yellow thing or the small blue triangle? the large yellow thing  or  the small blue triangle ?",['none of them'],"[' the large yellow thing ', ' the small blue triangle ', 'both of them', 'none of them']",['the small blue triangle'],"[""the large black thing"", ""the large yellow",[' the large yellow thing '],"[""the small blue triangle""]"
"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.",Is the medium black thing near and above a small blue thing?,['No'],"['Yes', 'No', 'DK']",['No'],['No'],['Yes'],['No']
"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.",Is the large black thing in C to the left of a yellow thing?,['No'],"['Yes', 'No', 'DK']",['No'],['Yes'],['No'],['Yes']
"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.",Is the large yellow thing far below a small yellow thing?,['Yes'],"['Yes', 'No', 'DK']",['No'],['Yes'],['Yes'],['Yes']
"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.",Does A have any black objects inside of it?,['Yes'],"['Yes', 'No', 'DK']",['Yes'],['Yes'],['Yes'],['Yes']
"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.",What block does not have any black objects inside of it?,['B'],"['A', 'B', 'C']",['B'],"[""B""]",['C'],['B']
"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.",What is the relation between the medium black thing and the large black thing?,"['left', 'far from']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['below'],"[""below""]",['far from'],['below']
"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.",What is the relation between the large yellow thing and the small yellow thing?,"['below', 'far from']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['above'],"[""above""]",['above'],"[""far from""]"
"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.","What object is not near the medium blue thing in A, the small blue triangle or the medium black triangle . the small blue triangle  or  the medium black triangle ?",[' the small blue triangle '],"[' the small blue triangle ', ' the medium black triangle ', 'both of them', 'none of them']",['the medium black triangle'],"[""the large blue circle""]",['both of them'],"[""the small blue triangle""]"
"There is a block called A. In A, there is a medium black triangle that is near and below a medium blue triangle. The medium blue triangle is far below a large blue circle. The large circle is near and below a small blue triangle. There is a block called B, Which is to the right of A. In B, there is a small yellow circle far above a large yellow square. There is also a large blue triangle near and to the right of large yellow square. There is another block called C, Which is to the right of B. In C, there is a large black triangle that is far below a large blue triangle. The large blue triangle is far below a small blue triangle.","What object is to the left of the large blue thing in B, the large black triangle or the medium black triangle? the large black triangle  or  the medium black triangle ?",[' the medium black triangle '],"[' the large black triangle ', ' the medium black triangle ', 'both of them', 'none of them']",['the medium black triangle'],"[""the medium black triangle ""]",[' the medium black triangle '],"[""the medium black triangle""]"
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.",Is the large blue thing in C to the right of the large blue thing in B?,['Yes'],"['Yes', 'No', 'DK']",['No'],['Yes'],['No'],['No']
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.",Is the large yellow thing above a medium blue square?,['DK'],"['Yes', 'No', 'DK']",['No'],['No'],['Yes'],['No']
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.",Is the large black square far below the other large black thing?,['Yes'],"['Yes', 'No', 'DK']",['No'],['No'],['Yes'],['Yes']
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.",Is the large black circle below a large blue thing?,['No'],"['Yes', 'No', 'DK']",['No'],"[""No""]",['Yes'],['Yes']
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.",What block does not have a circle inside of it?,['C'],"['A', 'B', 'C']",['C'],"[""C""]",['C'],"[""C""]"
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.",What block has all of the triangles inside of it?,['A'],"['A', 'B', 'C']",['A'],"[""A""]",['A'],['A']
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.",What is the relation between large blue thing in C and the other large blue things?,"['left', 'far from']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['far from'],"[""touching""]",['above'],['far from']
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.",What is the relation between the large blue thing in A and the large black circle?,"['below', 'far from']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['below'],"[""above""]",['above'],['far from']
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.","What object is not near small blue thing, the large yellow square or the large blue circle? the large yellow square  or  the large blue circle ?",['none of them'],"[' the large yellow square ', ' the large blue circle ', 'both of them', 'none of them']",['the large yellow square'],"[""the large blue circle ""]",['both of them'],"[""the large blue circle""]"
"There are three blocks called A, B, and C. A is to the left of B, and B is to the left of C. In A, there is a large blue triangle to the left of and below a large black square. Far above the square is a large black circle. In B, there is a large blue circle near and below a small blue circle. The small blue circle is near and below a large yellow square. There is a medium blue square far to the left of the yellow square. In C, there is a large blue square.","What object is not near the large yellow thing, the small blue circle or the medium blue square? the small blue circle  or  the medium blue square ?",[' the medium blue square '],"[' the small blue square ', ' the medium blue square ', 'both of them', 'none of them']",['the medium blue square'],"[""the large blue triangle""]",['both of them'],"[""the small blue square""]"
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,What is the relation between the red square and the blue thing Which is below the yellow square?,['above'],"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['below'],"[""below""]",['below'],['below']
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,What is the relation between the big circle and squares?,['above'],"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['below'],"[""below"", ""touching""]",['above'],"['below', 'far from']"
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Which blocks have a square below a circle?,['B'],"['A', 'B']",['A'],"[""A""]","['A', 'B']",['A']
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Is the circle which is below another circle above the red square?,['No'],"['Yes', 'No', 'DK']",['No'],['Yes'],['No'],['No']
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Are all squares above all circles?,['No'],"['Yes', 'No', 'DK']",['No'],"[""No""]",['No'],['No']
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Are all squares above the big shape?,['Yes'],"['Yes', 'No', 'DK']",['No'],"[""No""]",['No'],['No']
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,What is to the right of the yellow shape? the small blue circle  or  the big blue circle?,['none of them'],"[' the small blue circle ', ' the big blue circle', 'both of them', 'none of them']",['the big blue circle'],"[""the small blue circle""]",[' the big blue circle '],"[""the big blue circle""]"
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Which object is below the yellow shape? the small blue circle  or  the big blue circle?,[' the big blue circle'],"[' the small blue circle ', ' the big blue circle', 'both of them', 'none of them']",['the big blue circle'],"[""the small blue circle""]",['the big blue circle'],"[""the big blue circle""]"
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,What is above the circle that is below a circle? the yellow square  or  the red square?,['both of them'],"[' the yellow square ', ' the red square', 'both of them', 'none of them']",['the red square'],"[""the red square""]",[' the yellow square '],"[""the red square""]"
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Which block has a square below a circle?,['B'],"['A', 'B']",['A'],['A'],['B'],['A']
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Which block has a square above a circle?,"['A', ' B']","['A', 'B']",['B'],['B'],['B'],['B']
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Where is the the square which is above a square regarding to the small object?,['right'],"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['above'],"[""above"", ""far from""]",['above'],['above']
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Where is the circle left to a square regarding to a circle below a square?,['above'],"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['left'],"[""below"", ""far from""]",['left'],['far from']
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Is small blue circle in block B at the top of block B?,['Yes'],"['Yes', 'No', 'DK']",['No'],['No'],['No'],['No']
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Is small blue circle in block B at the upside of the triangle in block B?,['Yes'],"['Yes', 'No', 'DK']",['No'],['No'],['No'],['No']
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Which blocks have blue thing above a big shape?,['B'],"['A', 'B', 'C']",['A'],"[""A"", ""C""]",['A'],['A']
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",What is the relation between the black triangle and the medium thing in block B?,"['below', 'far from']","['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['touching'],['touching'],['below'],"[""below""]"
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Which block has a triangle to the left of and right of a blue object?,['A'],"['A', 'B', 'C']",['B'],"[""A""]",['B'],"[""B""]"
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",What is the relation between the yellow triangle and the little triangle?,['right'],"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']",['left'],"[""below""]",['above'],"[""above""]"
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",What is to the left of a big triangle? a medium triangle  or  a little triangle?,['both of them'],"[' a medium triangle ', ' a little triangle', 'both of them', 'none of them']",['a little triangle'],"[""a little triangle""]",['a little triangle'],"[""a little triangle""]"
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Is the medium circle far from the blue circle?,['No'],"['Yes', 'No', 'DK']",['No'],"[""Yes""]",['Yes'],['Yes']
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Which object is to the left of the medium shape which is near to the small circle? a little triangle  or  a medium triangle?,[' a medium triangle'],"[' a little triangle ', ' a medium triangle', 'both of them', 'none of them']",['a little triangle'],"[""a little triangle""]",['a little triangle '],"[""a little triangle""]"
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Which object is between two triangles? a big blue shape  or  a medium circle?,[' a big blue shape '],"[' a big blue shape ', ' a medium circle', 'both of them', 'none of them']",['a medium circle'],"[""a medium circle""]",['a big blue shape '],"[""a medium circle""]"
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Which block has a triangle to the left of another triangle?,"['A', 'C']","['A', 'B', 'C']",['B'],"[""A"", ""C""]",['B'],['A']
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Which block has a triangle to the right of another triangle?,"['A', 'B', 'C']","['A', 'B', 'C']",['C'],"[""C""]",['B'],"[""C""]"
"There is three blocks called A, B, C. Block A has two big blue shapes to the left of a big yellow triangle. There is also a little triangle to the left of blue objects. there is a big black triangle touching the bottom edge of block B. A medium circle is at top of the block B and a small blue circle is near to it. Block C is left to the blocks A and B. It has two medium triangles. one of them is to the right of the other.",Which block has a blue shape above a triangle?,['B'],"['A', 'B', 'C']",['A'],"[""A""]",['B'],['A']
