Story,Question,Q_type,Candidate_Answers,Answer,Reasoning_type,ollama/openchat,ollama/llama3,ollama/mistral,ollama/phi3:mini,ollama/gemma:2b
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small yellow square near and to the left of a large yellow circle. The large circle is near and to the left of a large blue triangle. In B, there is a small yellow square near and below a large blue triangle. There is a medium black triangle near and above the large blue triangle. In C, there is a small black square far to the left and above a small blue circle. The blue circle is near and to the left of a large yellow square.",What block does not have any black objects inside of it?,FB,"['A', 'B', 'C']",['A'],"['Negation', ' Quantifier']",['b'],['c'],['dk'],"['a', 'c']",'c'.
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large blue triangle that is near and below a medium black triangle. There is also a large black triangle that is near and below the large blue triangle. In B, there are two medium blue circles that are to the left of a medium black circle. The black circle is near and above a large blue circle. In C, there is a large yellow circle that is near and to the left of a small black triangle. There is also a large blue triangle near and to the right of the small black triangle.",Is one of the medium blue things on top of the other medium blue thing?,YN,"['Yes', 'No', 'DK']",['DK'],['No data'],no,['no'],['no'],no,'yes'.
"There is a block called A. In A, there is a medium blue square that is to the left of a small blue triangle. There is also a large blue triangle far above the small blue triangle. There is another block called B, Which is to the right of A. In B, there is a large yellow circle. There is another block called C, Which is to the right of B. In B, there is a medium yellow circle far below a small black square. There is also a large yellow square near and above the small black square . There is a medium yellow square that is far to the right of the medium yellow circle, and there is a small yellow square above the medium yellow square.",What block has all blue objects inside of it?,FB,"['A', 'B', 'C']",['A'],['Quantifier'],['a'],['a'],['a'],a,'a'.
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,What is above the circle that is below a circle? the yellow square  or  the red square?,CO,"[' the yellow square ', ' the red square', 'both of them', 'none of them']",['both of them'],"['Lists/Sets', ' Converse']",['the red square'],['the red square'],['the red square'],both of them,'the red square'.
There is a block called A. It has a big blue circle and a red square. The big blue circle is below the red square. There is another block called B Which is above block A. There are a small blue circle and a yellow square in this block. The small blue circle is to the left of the yellow square.,Are all squares above all circles?,YN,"['Yes', 'No', 'DK']",['No'],"['Lists/Sets', ' Quantifire', ' converse']",no,['no'],['no'],no,'no'.
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium black triangle. In B, there is a small blue circle that is far below a medium yellow square. In C, there is a small yellow square near and above a small black triangle. The black triangle is near and to the right of a large black square. There is a medium blue triangle below the large black square.",What block does not have any blue object inside of it?,FB,"['A', 'B', 'C']",['A'],"['Negation', ' Quantifier']",['c'],['c'],['c'],b,b.
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small yellow circle that is near and to the left of a medium blue triangle. Touching the top of the triangle is a large yellow square. In B, there is a large blue circle near and below a small blue square. There is a large black triangle far to the right of the small blue square. In C, there is a small blue triangle that is far below a medium black triangle. The black triangle was near and below a medium blue triangle.",Is the medium blue thing in C far above a small blue thing in C?,YN,"['Yes', 'No', 'DK']",['Yes'],"['Transitivity', ' Symmetry', ' Converse']",yes,['yes'],yes,no,yes
"There are three blocks called A, B and C. A is to the left of B and B is to the left of C. In A, there is a small blue circle. In B, there is a large blue triangle that is touching the top of a small yellow triangle. In C, there are four circles, a large yellow one, a small blue one, a small black one, and a large black one. The large yellow circle is touching the large black circle and is above and near the small blue circle. The small black circle is near and to the right of the small blue circle. The large black circle is above and near the small black circle.",Is the small blue thing near a small black thing?,YN,"['Yes', 'No', 'DK']",['Yes'],['Symmetry'],yes,['yes'],yes,yes,yes
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Which block has a triangle above a square?,FB,"['A', 'B', 'C']",['B'],['transitivity'],['b'],['b'],['b'],b,'a'.
"There are three blocks called A, B and C. A is to the left of B and B is to the left of C. In A, there is a small blue circle. In B, there is a large blue triangle that is touching the top of a small yellow triangle. In C, there are four circles, a large yellow one, a small blue one, a small black one, and a large black one. The large yellow circle is touching the large black circle and is above and near the small blue circle. The small black circle is near and to the right of the small blue circle. The large black circle is above and near the small black circle.",What is the relation between the large black thing and the small blue thing in C?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['above', 'near to']",['Transitivity'],"['above', 'near to']",['near to'],"['above', 'near to']",[above],'touching'
"There are three blocks called A, B, and C. B is to the right of and touching the right edge of A and C is above and touching the top of B. In A, there is a blue square touching the left edge of A. A red triangle is next to the blue square and is above a yellow circle is touching the bottom edge of A. In B, there is a purple rectangle and an orange oval. The orange oval is touching the right edge of B and the rectangle is near and to the left of and the oval. In C, there is a small triangle a large triangle and a pink triangle. The small triangle is above the large triangle and is touching the top of C. The pink triangle is touching the bottom of C, with the large triangle to the right of the pink triangle.",Which block has the thing that is below and the red object?,FB,"['A', 'B', 'C']",['A'],['Converse'],['b'],['a'],['c'],['a'],the block that has the thing that is below and the red object is block b.
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small blue triangle. In B, there is a large blue circle near and to the right of a small yellow square. The yellow square is near and to the right of a small black circle. In C, there is a small yellow circle near and below a medium black triangle. There is a small blue square near and above the black triangle.",What is the relation between the large blue thing and the small thing in A?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['left', 'far from']","['Lists/Sets', ' Converse']","['right', 'near to']",['right'],['near to'],right,"""right""."
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small yellow square near and to the left of a large yellow circle. The large circle is near and to the left of a large blue triangle. In B, there is a small yellow square near and below a large blue triangle. There is a medium black triangle near and above the large blue triangle. In C, there is a small black square far to the left and above a small blue circle. The blue circle is near and to the left of a large yellow square.",What is the relation between the small blue thing and the small black thing?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['right', 'below', 'far from']","['Symmetry', ' Converse']","['left', 'above']",['above'],"['left"", ""far from""]",[far from],"""left""."
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium black triangle. In B, there is a small blue circle that is far below a medium yellow square. In C, there is a small yellow square near and above a small black triangle. The black triangle is near and to the right of a large black square. There is a medium blue triangle below the large black square.",Is the large black thing to the left of the small black thing?,YN,"['Yes', 'No', 'DK']",['Yes'],['Converse'],no,['yes'],['yes'],no,yes
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large yellow square that is near and to the left of a small yellow square. Below the small square is a medium yellow circle. In B, there is a small black triangle that is to the left of a large black square. Far below the black square is a small blue circle. In C, there is a medium blue triangle.",Is the medium blue thing to the right of the small yellow thing?,YN,"['Yes', 'No', 'DK']",['Yes'],"['Lists/Sets', ' Transitivity']",no,['yes'],['no'],no,yes
"There are three blocks called A, B and C. B is to the left of A and C is to the left of B. In A, there is a large blue triangle that is near and to the right of a medium yellow circle. There is also a large black square near and to the left of the medium yellow circle. In B, there is a medium yellow triangle that is near and above a large black square. Near and below the black square is a medium blue circle. In C, there is a small blue triangle to the right of a small black triangle. Near and to the left of the of the small black triangle is a large blue triangle.",What is the relation between medium blue thing in B and the medium yellow thing in B?,FR,"['left', 'right', 'above', 'below', 'near to', 'far from', 'touching', 'DK']","['below', 'near to']","['Transitivity', ' Symmetry']","['above', 'near to']",['above'],"['above', 'near to']",below,left
